a,b
0.0258125,-0.036965472
0.000273612,-4.975448022
0.001282662,-0.043290896
0.09584125,-0.083581817
0.004888433,-0.054629442
0.02260154,-0.086595653
0.095836537,-0.083561377
0.004888423,-0.054629196
0.022601539,-0.086595579
0.029765127,-0.035612348
0.000485208,-4.968581977
0.001699001,-0.036794437
0.029793231,-0.035517939
0.000485213,-4.968471234
0.001699037,-0.036793963
0.076806261,-0.081777038
0.003560429,-0.064944512
0.016363733,-0.094256523
0.077280529,-0.081372683
0.00356062,-0.064940112
0.016364496,-0.094253288
0.02180588,-0.031375161
0.000228067,-4.849747853
0.001187108,-0.040515107
0.021642586,-0.030275583
0.000228148,-4.850065185
0.001187078,-0.040506036
0.094799571,-0.083663605
0.005337047,-0.059555187
0.022031333,-0.08481252
0.094959389,-0.083659622
0.0053371,-0.059555012
0.022031716,-0.084812968
0.027730418,-0.03316852
0.000280451,-0.023674835
0.001679142,-0.036544013
0.027701005,-0.033003218
0.000280129,-0.023636299
0.001678481,-0.036525793
0.050003556,-0.061437424
0.001983542,-0.041896288
0.011184423,-0.078935649
0.050387279,-0.061220934
0.001983783,-0.041893222
0.01118521,-0.07893435
0.022794979,-0.034447928
0.000285955,-4.752451347
0.001134411,-0.041174785
0.022952278,-0.034035793
0.000286041,-4.75244894
0.001136061,-0.041241972
0.057397407,-0.05655999
0.003019308,-0.035729708
0.013865505,-0.060216693
0.057488592,-0.056569499
0.003019357,-0.03572945
0.013865655,-0.060216783
0.023480504,-0.028354947
0.000378965,-4.992443167
0.001410992,-0.031585569
0.023516685,-0.028302066
0.000378977,-4.992562171
0.001411004,-0.031585149
0.074090792,-0.078281015
0.003170092,-0.05897763
0.015494342,-0.093628073
0.074531708,-0.078148648
0.003170385,-0.058976772
0.015495309,-0.093628357
0.030347443,-0.040557535
0.0002294,-0.034446897
0.001387354,-0.045541462
0.030410305,-0.039831244
0.000229324,-0.034393276
0.001387402,-0.045537591
0.085324149,-0.075584406
0.004516915,-0.049937929
0.020047145,-0.078014313
0.085305579,-0.075506711
0.004516889,-0.049937178
0.020047099,-0.078013833
0.032013333,-0.035951085
0.000355982,-0.029122291
0.001883226,-0.038884946
0.031955458,-0.035762633
0.000356134,-0.029136735
0.001883205,-0.038883774
0.036400936,-0.053878286
0.001210729,-0.02966606
0.009112827,-0.073168713
0.03681272,-0.052710017
0.001217755,-0.029874108
0.009113513,-0.073165282
0.011869457,-0.022203621
0.00014511,-5.000762463
0.001223229,-4.993451572
0.012018633,-0.020644977
0.000142455,-4.999363236
0.001223858,-4.993600515
0.050073856,-0.057432836
0.002154055,-0.030859349
0.0122624,-0.060306129
0.050615181,-0.057936452
0.002151231,-0.030807255
0.012262982,-0.06030796
0.010579372,-0.014485865
0.000198672,-4.999018418
0.000677728,-0.01854762
0.01051934,-0.014138438
0.000198828,-4.998929014
0.000677711,-0.018544713
0.037818705,-0.045509385
0.002089353,-0.043521714
0.007458478,-0.054343028
0.037605789,-0.044495356
0.002089111,-0.043507039
0.007458423,-0.054336193
0.022922019,-0.033188422
0.000226856,-0.034427814
0.001011679,-0.037751476
0.022630481,-0.031914401
0.000226519,-0.034348897
0.001011605,-0.03773935
0.039853464,-0.040645163
0.002650255,-0.032535701
0.009434698,-0.043445479
0.039849979,-0.040581278
0.002650244,-0.032534973
0.009434717,-0.043445172
0.022690528,-0.028450165
0.000309742,-0.026312384
0.001265099,-0.029734057
0.022631724,-0.028276588
0.000308496,-0.026174353
0.001265081,-0.029732783
0.028569494,-0.039519802
0.001202081,-0.026392788
0.007027367,-0.054943281
0.053386437,-4.072869414
0.001202438,-0.026394188
0.00702771,-0.054938666
0.007788129,-0.011486743
0.00010579,-4.996922167
0.000953653,-4.983982629
0.007507733,-0.010029144
0.00010589,-4.996683914
0.000953895,-4.983479955
0.036870611,-0.040064331
0.001846222,-0.022778419
0.00934954,-0.044520087
0.036873821,-0.039962838
0.001846233,-0.022777604
0.009349411,-0.044518577
0.00868539,-0.01012403
0.000142212,-4.998155874
0.00122178,-4.990437143
0.008602336,-0.009773128
0.00014223,-4.999652702
0.001221804,-4.9897552
0.071881374,-0.079074022
0.003195657,-0.059312556
0.014587815,-0.090097875
0.071917639,-0.078513023
0.003195727,-0.059307168
0.014587838,-0.090092586
0.02387149,-0.037501274
0.000274509,-0.039318063
0.001314665,-0.046870243
0.023895044,-0.036912684
0.000274527,-0.039310097
0.001314677,-0.046865181
0.081215607,-0.073197651
0.004351804,-0.046058142
0.018967319,-0.074884775
0.08122755,-0.073155959
0.004351801,-0.046057698
0.018967312,-0.074884487
0.030296554,-0.0381318
0.000394557,-0.031414067
0.00179926,-0.040614297
0.030290125,-0.038029549
0.000394565,-0.031413451
0.001799183,-0.040611511
0.058012205,-0.069575826
0.00244998,-0.050350214
0.012360013,-0.085620552
0.058011923,-0.068819538
0.002445641,-0.050230896
0.012360397,-0.085615011
0.026822078,-0.036929661
0.000221056,-0.029857542
0.001312715,-0.046025236
0.026903175,-0.036360532
0.00022104,-0.029847061
0.001312702,-0.04601933
0.063545442,-0.064148429
0.003263538,-0.039053407
0.015074841,-0.066815577
0.063498971,-0.0640062
0.003263484,-0.039051863
0.015074763,-0.066814731
0.028269851,-0.033360912
0.00031584,-0.023731354
0.001702928,-0.038230491
0.028451601,-0.033413365
0.000315848,-0.023730685
0.00170297,-0.038230459
0.075747967,-0.07505794
0.003201885,-0.058467864
0.015418249,-0.085706811
0.075875405,-0.074748656
0.003201949,-0.058466066
0.015418455,-0.085704164
0.036034154,-0.050399851
0.000303155,-0.043094788
0.001889306,-0.056703809
0.036126284,-0.049922539
0.000303181,-0.043090165
0.001889383,-0.056700962
0.084604615,-0.070531315
0.004549553,-0.049757883
0.019896506,-0.073245544
0.08459985,-0.070437623
0.004549381,-0.04975561
0.019896461,-0.073244815
0.046921838,-0.053185174
0.000508415,-0.043272566
0.002740548,-0.054255964
0.046938353,-0.053101106
0.000508418,-0.043272227
0.00274055,-0.054255207
0.049674408,-0.056817656
0.002211633,-0.045342378
0.011785202,-0.078839774
0.049626401,-0.055900001
0.002211442,-0.045330115
0.011784884,-0.078831263
0.019997977,-0.027802414
0.000183329,-4.67759567
0.001089324,-0.037122993
0.019910556,-0.026747421
0.000183415,-4.678262357
0.001089315,-0.037115137
0.071320572,-0.065856052
0.004012381,-0.045282665
0.017443625,-0.071440182
0.071437172,-0.065736857
0.004012547,-0.045283184
0.017443798,-0.071439796
0.025755273,-0.030248675
0.000278745,-0.021359619
0.001543068,-0.033606846
0.025779041,-0.029932895
0.000278767,-0.021358753
0.00154298,-0.033603297
0.067517953,-0.086792132
0.002832695,-0.065144072
0.013981059,-0.101510348
0.067325072,-0.085274064
0.002832894,-0.065140596
0.013981063,-0.101501463
0.030068145,-0.047882964
0.000220841,-4.587454742
0.001470931,-0.056685661
0.029832651,-0.04558408
0.000220884,-4.587965561
0.001470737,-0.056659688
0.083707687,-0.08817116
0.004816494,-0.064609639
0.019526574,-0.090407606
0.083665147,-0.087970284
0.004816454,-0.064607943
0.01952652,-0.090406541
0.033096533,-0.044177742
0.000377556,-4.96720958
0.001939917,-0.047706927
0.033023992,-0.043688524
0.000377564,-4.96708094
0.001939748,-0.047698962
0.031793845,-0.041966384
0.00123061,-0.026963955
0.007700677,-0.055773966
0.03225367,-0.041691258
0.001230811,-0.026961562
0.0077008,-0.055767326
0.00927388,-0.013890914
0.000133541,-4.997996677
0.001169641,-4.972261517
0.009508442,-0.013664481
0.000133764,-4.998293484
0.001170146,-4.972476339
0.04476653,-0.047061301
0.002139899,-0.027586692
0.011246845,-0.051172648
0.044859296,-0.046946064
0.002139989,-0.027586117
0.011246749,-0.051170712
0.010154382,-0.012222801
0.000177329,-4.99865056
0.001464502,-4.667936926
0.010218027,-0.012210354
0.000177379,-4.998847525
0.001464621,-4.675264832
0.036037194,-0.046532063
0.001398374,-0.030224846
0.007727547,-0.059245654
0.03595218,-0.045575235
0.001398444,-0.030215073
0.007727644,-0.059236837
0.016053893,-0.027157385
0.000154407,-0.024686044
0.000967591,-0.041104002
0.01557767,-0.025399291
0.000154335,-0.024658893
0.000967493,-0.041092454
0.044429746,-0.044296237
0.002373754,-0.027487189
0.010718781,-0.048248635
0.044506917,-0.04428754
0.002373789,-0.027486669
0.010718896,-0.048248486
0.019732163,-0.027223138
0.000234935,-0.019929605
0.001221594,-0.031644621
0.019638353,-0.026913934
0.000234918,-0.01992587
0.001221254,-0.031632526
0.067970166,-0.075986054
0.002716267,-0.052590849
0.014002646,-0.088140078
0.068308595,-0.075807288
0.00271242,-0.052498165
0.014002654,-0.088135681
0.028571778,-0.042752624
0.000292813,-0.040508998
0.001504552,-0.04975726
0.028978032,-0.042479357
0.000292832,-0.040504178
0.001504247,-0.049739625
0.078414902,-0.072907212
0.004021988,-0.045671305
0.018744088,-0.075868068
0.0787814,-0.073190227
0.004022072,-0.045671864
0.018744157,-0.075868123
0.029343373,-0.036656583
0.000495078,-4.971887392
0.001747882,-0.039223422
0.029736629,-0.037058176
0.000495174,-4.971799522
0.001747938,-0.039224131
0.057712559,-0.071105559
0.002176147,-0.049057954
0.012410399,-0.086304508
0.058764789,-0.070480917
0.002176911,-0.049052912
0.012412704,-0.086301072
0.028488516,-0.043660681
0.000233343,-4.980699239
0.001400206,-0.054411826
0.028688874,-0.04246986
0.00023361,-4.980690644
0.001400471,-0.054405909
0.065014512,-0.065394053
0.003048654,-0.037937017
0.015568733,-0.068971131
0.065166534,-0.065389417
0.00304859,-0.037934506
0.015568865,-0.068970808
0.030722422,-0.038692569
0.000277255,-0.023522471
0.001841105,-0.043059974
0.030758294,-0.038532559
0.000276727,-0.023454231
0.001841139,-0.043059304
0.084006638,-0.089076555
0.004056264,-0.070076187
0.017889704,-0.102545321
0.084274535,-0.088856223
0.004056449,-0.070073183
0.017890246,-0.102543887
0.031501371,-0.045860478
0.000358598,-4.976105096
0.001653056,-0.054656615
0.031514737,-0.045316795
0.00035862,-4.976081026
0.001653037,-0.054652191
0.105760904,-0.090758583
0.006076607,-0.061330572
0.025003529,-0.092627282
0.105780731,-0.090696349
0.006076627,-0.061330321
0.02500358,-0.092626969
0.036040603,-0.042469729
0.000387232,-0.030232716
0.002177263,-0.046058625
0.035985949,-0.042280527
0.000387228,-0.030231164
0.002181427,-0.046161972
0.043201707,-0.054221655
0.001689965,-0.033383632
0.010804044,-0.071307684
0.043517256,-0.05393493
0.001689943,-0.033379129
0.010804148,-0.071304867
0.007332765,-0.010444084
8.41E-05,-4.999100543
0.001029401,-4.939459039
0.007440667,-0.00994325
8.42E-05,-4.998990806
0.001029713,-4.939914252
0.063332707,-0.062106057
0.003085716,-0.036757647
0.015700766,-0.066071774
0.06347582,-0.062164288
0.003085694,-0.036756685
0.015700808,-0.066071608
0.009951248,-0.012154971
0.000150435,-4.99942983
0.001370269,-4.594363417
0.009945549,-0.011963147
0.000150507,-4.999621537
0.001370401,-4.594675186
0.07395997,-0.085566501
0.003074536,-0.062995088
0.016742796,-0.105541755
0.075078288,-0.084644143
0.003075984,-0.062997668
0.016744985,-0.105530931
0.03071781,-0.046244246
0.000231032,-4.991154944
0.001528603,-0.054542637
0.030966198,-0.045737579
0.000231152,-4.991125724
0.001528423,-0.054524775
0.094019036,-0.085322635
0.005086165,-0.056575447
0.022958987,-0.090291105
0.094382328,-0.085557693
0.005086289,-0.056576118
0.022959349,-0.090291876
0.033356037,-0.041199451
0.000411033,-4.997942744
0.00277917,-5.000945224
0.033487584,-0.041251027
0.000411084,-4.99829116
0.002779313,-5.000936316
0.05546834,-0.06664037
0.001660488,-0.037531328
0.01209495,-0.085740303
0.055521771,-0.066162237
0.001660343,-0.037520132
0.012095072,-0.085735383
0.031177452,-0.045487932
0.000358567,-4.995160617
0.001535781,-0.054840348
0.031319874,-0.04504717
0.000358636,-4.995128667
0.001535798,-0.054835719
0.065758106,-0.066025401
0.002792996,-0.035312711
0.015976546,-0.070193206
0.065804469,-0.066016682
0.002792978,-0.035311872
0.015976586,-0.070193114
0.031136359,-0.039099949
0.000481473,-4.995034282
0.002848312,-5.000410534
0.031177064,-0.039008141
0.000481507,-4.995074964
0.002848374,-5.000421161
