Lon,Lat
150.82,-20.716
150.96,-20.769
150.91,-20.77
150.9,-20.782
150.81,-20.799
150.89,-20.807
150.99,-20.861
150.95,-20.888
150.62,-20.909
151,-20.831
150.53,-20.973
150.66,-20.958
150.92,-20.971
150.95,-20.976
150.99,-20.697
151.11,-20.724
151.02,-20.741
151.07,-20.818
151.09,-20.807
151.19,-20.765
151.2,-20.779
151.16,-20.797
151.01,-20.82
151.19,-20.864
151.23,-20.848
151.25,-20.892
151.04,-20.924
151.3,-20.885
151.21,-20.933
151.31,-20.941
151.18,-20.962
151.25,-20.972
151.34,-20.983
151.39,-20.972
151.3,-20.988
151.48,-20.994
151.97,-20.896
152.18,-20.931
152.07,-20.945
152.25,-20.951
152.28,-20.958
152.39,-20.987
152.06,-20.986
152.09,-20.991
152.11,-21.004
149.98,-20.31
149.24,-21.162
149.27,-21.268
149.28,-21.275
149.32,-21.331
149.32,-21.373
149.33,-21.414
149.34,-21.432
149.49,-21.426
149.49,-21.469
149.39,-21.476
149.4,-21.5
149.9,-21.019
149.81,-21.39
149.82,-21.468
150.08,-21.027
150.37,-21.031
150.26,-21.067
150.46,-21.082
150.48,-21.123
150.59,-21.015
150.69,-21.059
150.86,-21.034
150.92,-21.028
150.78,-21.06
150.83,-21.077
150.9,-21.117
150.83,-21.13
151,-21.115
150.79,-21.135
150.76,-21.137
150.66,-21.171
150.84,-21.159
150.93,-21.164
150.87,-21.189
150.93,-21.193
150.82,-21.202
150.79,-21.214
150.77,-21.228
150.88,-21.226
150.89,-21.248
150.93,-21.279
150.76,-21.334
150.98,-21.394
151.33,-21.024
151.42,-21.015
151.44,-21.013
151.55,-21.044
151.16,-21.014
151.1,-21.032
151.15,-21.038
151.41,-21.037
151.48,-21.037
151.42,-21.044
151.38,-21.051
151.07,-21.073
151.5,-21.045
151.37,-21.081
151.24,-21.105
151.47,-21.106
151.22,-21.122
151.21,-21.128
151.14,-21.124
151.07,-21.124
151.18,-21.14
151.35,-21.142
151.3,-21.158
151.36,-21.168
151.43,-21.17
151.03,-21.174
151.01,-21.215
151.22,-21.206
151.28,-21.205
151.19,-21.22
151.42,-21.216
151.4,-21.242
151.3,-21.25
151.18,-21.259
151.13,-21.258
151.38,-21.266
151.11,-21.301
151.16,-21.319
151.09,-21.353
151.27,-21.35
151.37,-21.377
151.33,-21.4
151.25,-21.381
151.27,-21.39
151.47,-21.37
151.42,-21.387
151.42,-21.404
151.41,-21.433
151.47,-21.476
151.28,-21.487
151.19,-21.491
151.53,-21.014
151.56,-21.044
151.57,-21.051
151.61,-21.073
151.64,-21.083
151.66,-21.071
151.68,-21.085
151.71,-21.101
151.73,-21.108
151.75,-21.117
151.77,-21.122
151.58,-21.128
151.56,-21.155
151.69,-21.161
151.71,-21.152
151.76,-21.15
151.77,-21.151
151.8,-21.164
151.56,-21.183
151.82,-21.182
151.54,-21.207
151.57,-21.21
151.53,-21.218
151.82,-21.197
151.98,-21.211
151.55,-21.231
151.98,-21.227
151.69,-21.24
151.67,-21.246
151.55,-21.255
151.84,-21.242
151.55,-21.304
151.64,-21.325
151.6,-21.337
151.7,-21.334
151.62,-21.339
151.72,-21.349
151.83,-21.344
151.86,-21.376
151.67,-21.381
151.71,-21.376
151.7,-21.383
151.9,-21.401
151.79,-21.414
151.63,-21.418
151.58,-21.446
151.67,-21.453
151.91,-21.449
151.85,-21.462
152.47,-21.003
152.49,-21.008
152.2,-21.02
152.23,-21.021
152.08,-21.034
152.09,-21.04
152.2,-21.051
152.19,-21.062
152.23,-21.065
152.46,-21.064
152.2,-21.075
152.24,-21.087
152.28,-21.087
152.5,-21.086
152.49,-21.101
152.14,-21.091
152.16,-21.101
152.26,-21.101
152.31,-21.103
152.35,-21.103
152.16,-21.104
152.2,-21.102
152.08,-21.108
152.32,-21.117
152.39,-21.122
152.47,-21.126
152.48,-21.133
152.18,-21.138
152.15,-21.163
152.43,-21.144
152.31,-21.155
152.19,-21.171
152.48,-21.165
152.1,-21.201
152.37,-21.178
152.4,-21.177
152.3,-21.184
152.46,-21.184
152.33,-21.192
152.31,-21.201
152.5,-21.206
152.24,-21.213
152.01,-21.22
152.41,-21.234
152.47,-21.241
152.51,-21.238
152.28,-21.261
152.31,-21.281
152.33,-21.284
152.23,-21.302
152.05,-21.304
152.44,-21.307
152.48,-21.319
152.18,-21.333
152.23,-21.34
152.4,-21.33
152.34,-21.339
152.25,-21.349
152.28,-21.363
152.35,-21.355
152.42,-21.358
152.48,-21.355
152.14,-21.363
152.02,-21.38
152.21,-21.398
152.26,-21.4
152.37,-21.405
152.44,-21.415
152.49,-21.415
152.4,-21.424
152.34,-21.427
152.12,-21.439
152.41,-21.453
152.46,-21.446
152.44,-21.468
152.39,-21.479
152.13,-21.495
152.21,-21.499
152.57,-21.023
152.62,-21.044
152.56,-21.059
152.55,-21.064
152.53,-21.073
152.54,-21.106
152.52,-21.117
152.78,-21.113
152.63,-21.12
152.5,-21.139
152.53,-21.139
152.54,-21.141
152.51,-21.177
152.58,-21.174
152.61,-21.163
152.59,-21.188
152.52,-21.202
152.56,-21.226
152.6,-21.297
152.58,-21.32
152.55,-21.338
152.52,-21.356
152.5,-21.383
152.53,-21.381
152.51,-21.394
152.53,-21.432
152.58,-21.433
152.52,-21.462
152.51,-21.477
152.56,-21.484
152.51,-21.496
149.48,-21.541
149.49,-21.603
149.47,-21.606
149.45,-21.65
149.46,-21.68
149.47,-21.713
149.47,-21.746
149.46,-21.824
149.48,-21.839
149.78,-21.606
149.5,-21.604
149.67,-21.719
149.82,-21.832
149.8,-21.832
149.62,-21.856
149.65,-21.933
149.66,-21.951
149.6,-21.959
149.89,-21.971
149.57,-21.983
149.66,-21.978
149.81,-21.992
149.85,-21.989
150.26,-21.518
150.25,-21.619
150.22,-21.653
150.32,-21.664
150.27,-21.686
150.29,-21.687
150.32,-21.733
150.34,-21.736
150.43,-21.759
150.1,-21.928
150.14,-21.961
150.17,-21.991
150.13,-21.993
151.4,-21.515
151.48,-21.551
151.38,-21.61
151.25,-21.815
151.59,-21.499
151.96,-21.517
151.81,-21.52
151.65,-21.52
151.54,-21.525
151.77,-21.53
151.91,-21.528
151.71,-21.569
151.62,-21.581
151.93,-21.578
151.52,-21.624
151.58,-21.627
151.62,-21.63
151.8,-21.645
151.61,-21.648
151.69,-21.657
151.97,-21.771
151.91,-21.651
151.57,-21.674
151.62,-21.673
151.56,-21.716
151.74,-21.717
151.86,-21.7
151.99,-21.718
151.95,-21.738
151.77,-21.76
151.88,-21.806
151.98,-21.839
151.92,-21.886
152.42,-21.505
152.39,-21.515
152.49,-21.514
152.46,-21.522
152.44,-21.528
152.47,-21.536
152.26,-21.54
152.2,-21.556
152.4,-21.549
152.28,-21.559
152.46,-21.565
152.3,-21.573
152.01,-21.574
152.44,-21.574
152.37,-21.581
152.41,-21.581
152.41,-21.595
152.32,-21.594
152.07,-21.593
152.19,-21.606
152.37,-21.612
152.47,-21.612
152.21,-21.614
152.1,-21.638
152.34,-21.625
152.39,-21.635
152.47,-21.648
152.37,-21.646
152.26,-21.636
152.45,-21.665
152.4,-21.672
152.44,-21.68
152.5,-21.676
152.09,-21.699
152.36,-21.705
152.28,-21.721
152.45,-21.706
152.39,-21.73
152.43,-21.736
152.35,-21.751
152.19,-21.765
152.42,-21.761
152.11,-21.787
152.15,-21.806
152.42,-21.777
152.45,-21.786
152.4,-21.793
152.48,-21.807
152.45,-21.81
152.21,-21.824
152.43,-21.825
152.46,-21.823
152.32,-21.831
152.47,-21.843
152.17,-21.87
152.44,-21.859
152.41,-21.863
152.36,-21.863
152.36,-21.894
152.39,-21.883
152.44,-21.886
152.27,-21.917
152.48,-21.907
152.46,-21.919
152.39,-21.924
152.1,-21.928
152.43,-21.927
152.49,-21.932
152.46,-21.938
152.43,-21.951
152.31,-21.956
152.05,-21.962
152.46,-21.964
152.35,-21.977
152.37,-21.982
152.23,-21.986
152.48,-21.983
152.46,-21.983
152.54,-21.551
152.53,-21.574
152.54,-21.664
152.56,-21.721
152.51,-21.776
152.59,-21.789
152.62,-21.823
152.52,-21.83
152.54,-21.849
152.63,-21.848
152.59,-21.852
152.51,-21.877
152.61,-21.869
152.58,-21.874
152.66,-21.896
152.59,-21.901
152.52,-21.924
152.6,-21.92
152.67,-21.913
152.59,-21.938
152.63,-21.941
152.69,-21.938
152.66,-21.944
152.6,-21.956
152.57,-21.967
152.7,-21.969
152.66,-21.975
152.65,-21.987
152.54,-21.979
152.57,-21.983
150.24,-21.118
149.63,-22.005
149.88,-22.002
149.61,-22.022
149.83,-22.024
149.97,-22.033
149.61,-22.058
149.99,-22.054
149.57,-22.176
149.59,-22.144
149.61,-22.154
149.84,-22.139
149.94,-22.135
149.86,-22.219
149.85,-22.15
149.86,-22.145
149.77,-22.36
149.82,-22.387
150.37,-22.006
150.29,-22.025
150.36,-22.193
150.35,-22.206
150.37,-22.208
150.37,-22.218
150.44,-22.206
150.42,-22.219
150.27,-22.23
150.31,-22.238
150.43,-22.252
150.23,-22.287
150.29,-22.283
150.45,-22.311
150.46,-22.352
150.33,-22.357
150.34,-22.436
150.65,-22.03
150.26,-22.343
150.71,-22.339
150.51,-22.385
150.73,-22.431
152.46,-22.002
152.35,-22.018
152.45,-22.017
152.28,-22.025
152.15,-22.031
152.42,-22.047
152.33,-22.06
152.48,-22.077
152.49,-22.096
152.25,-22.098
152.36,-22.106
152.28,-22.112
152.44,-22.174
152.49,-22.205
152.38,-22.264
152.63,-22.004
152.66,-22.007
152.72,-22.013
152.59,-22.039
152.51,-22.054
152.74,-22.059
152.63,-22.066
152.67,-22.069
152.6,-22.067
152.52,-22.075
152.6,-22.085
152.65,-22.096
152.62,-22.105
152.53,-22.106
152.74,-22.099
152.61,-22.124
152.63,-22.126
152.68,-22.122
152.74,-22.119
152.53,-22.148
152.6,-22.148
152.76,-22.153
152.55,-22.157
152.65,-22.161
152.52,-22.18
152.6,-22.189
152.62,-22.195
152.68,-22.173
152.76,-22.184
152.54,-22.206
152.75,-22.213
152.62,-22.224
152.65,-22.248
152.68,-22.244
152.56,-22.265
152.6,-22.269
152.73,-22.276
152.66,-22.309
152.74,-22.301
152.73,-22.327
152.68,-22.334
152.73,-22.348
152.55,-22.382
152.71,-22.361
152.62,-22.39
150.79,-22.936
150.88,-23.038
150.88,-23.048
150.9,-23.07
150.9,-23.098
150.88,-23.097
150.9,-23.151
150.91,-23.17
150.96,-23.172
150.97,-23.199
150.97,-23.211
150.87,-23.245
150.8,-23.179
150.89,-23.279
150.83,-23.287
150.83,-23.303
150.92,-23.304
150.94,-23.352
150.81,-23.359
151.07,-23.165
151.91,-23.186
151.78,-23.248
151.94,-23.268
151.75,-23.299
151.92,-23.306
151.97,-23.332
151.96,-23.45
151.88,-23.473
152.04,-23.434
152.07,-23.5
151.27,-23.535
151.28,-23.699
151.36,-23.819
151.78,-23.505
151.74,-23.543
151.68,-23.564
152.05,-23.599
152.15,-23.624
152.18,-23.696
152.27,-23.759
152.29,-23.807
152.37,-23.861
152.41,-23.904
150.82,-23.228
151.73,-24.006
151.95,-24.266
152.71,-24.115
151.65,-23.979
