Centroid LON,Centroid LAT
143.960399999999,-11.3831
143.978,-11.3911
143.9575,-11.3922
143.5898,-11.3366
143.963699999999,-11.4023
143.7122,-11.3678
143.77,-11.4011999999999
143.9649,-11.4115
143.9696,-11.416
143.9752,-11.4214
143.9743,-11.4271999999999
143.7675,-11.4225999999999
143.5448,-11.4248999999999
143.769499999999,-11.4587
143.511799999999,-11.4651999999999
143.9674,-11.4624
143.512499999999,-11.5495
143.231699999999,-11.5802
144.0603,-11.1851
144.0432,-11.1922
144.0474,-11.2001
144.0508,-11.2095
144.056199999999,-11.2172
144.063899999999,-11.2582
144.012499999999,-11.2636
144.0182,-11.2692999999999
144.024,-11.2615
144.0265,-11.2761
144.0342,-11.2795
144.044,-11.2759
144.0389,-11.4244
144.0672,-11.489
142.8727,-11.5121
142.8437,-11.5633
142.8984,-11.5902999999999
142.8564,-11.6274
142.9396,-11.5973
142.907,-11.6515
142.986099999999,-11.7319
142.9728,-11.7594999999999
142.8959,-11.7623
142.9156,-11.7697
142.9351,-11.7716999999999
142.9555,-11.7707
142.8784,-11.7807999999999
142.8561,-11.7997999999999
142.9365,-11.7967
142.9002,-11.8051999999999
142.895999999999,-11.8265999999999
142.8754,-11.849
142.9387,-11.8431
142.9935,-11.862
142.912399999999,-11.8803
142.9704,-11.8843999999999
143.0817,-11.5182
143.1775,-11.5302
143.0166,-11.55
143.0857,-11.789
143.2461,-11.8041
143.2649,-11.8019
143.0093,-11.8071
143.361099999999,-11.8192
143.2854,-11.8637
143.2971,-11.874
143.106599999999,-11.8950999999999
143.1292,-11.9064999999999
143.337999999999,-11.9111999999999
143.351,-11.9182
143.310499999999,-11.9205
143.1785,-11.5901
143.4239,-11.5862
143.0103,-11.5940999999999
143.290799999999,-11.6041
143.533199999999,-11.6225
143.427899999999,-11.6874
143.192399999999,-11.7111
143.248099999999,-11.7357
143.089,-11.7702
143.2433,-11.7508
143.892599999999,-11.7684
143.8694,-11.7813
143.8694,-11.7911
143.864299999999,-11.8008
143.864499999999,-11.8087
143.968999999999,-11.8020999999999
143.2081,-11.9273
143.216,-11.9435
143.241999999999,-11.9425
143.371399999999,-11.9329
143.4172,-11.9481
143.4968,-11.9117999999999
143.2687,-11.9514999999999
143.270999999999,-11.9605999999999
143.2674,-11.9697
143.286399999999,-11.9697999999999
143.2545,-11.9709
143.2338,-11.9594
143.244,-11.9727
143.2201,-11.9833
143.269399999999,-11.983
143.256499999999,-11.9838
143.2681,-11.9948
143.2673,-11.9982
143.247999999999,-11.9901
143.2413,-11.9979
143.9623,-11.5121
143.8693,-11.5136
143.6416,-11.5117999999999
143.866899999999,-11.5307999999999
143.8783,-11.5267
143.855999999999,-11.5396
143.865199999999,-11.5504
143.912,-11.5299999999999
143.981599999999,-11.5131
143.902199999999,-11.5456
143.8622,-11.5589999999999
143.8648,-11.5642
143.882399999999,-11.5558999999999
143.868699999999,-11.5696999999999
143.875,-11.5719999999999
143.716,-11.5668
143.8555,-11.5924
143.515999999999,-11.6023999999999
143.6824,-11.6236
143.8796,-11.6301
143.5722,-11.6606
143.7542,-11.3062
143.773799999999,-11.8074999999999
143.5508,-11.6897
143.914099999999,-11.6374
143.9018,-11.6651
143.9025,-11.6991
143.8954,-11.7276
143.6802,-11.7693999999999
144.0432,-11.5944
144.019,-11.6834
144.065499999999,-11.7779
143.9985,-11.7859
143.9727,-11.7052999999999
144.019399999999,-11.5313
143.2474,-11.9646
143.1115,-11.507
143.1141,-11.3272999999999
143.330099999999,-11.6204
143.3535,-11.4883
143.369699999999,-11.5521999999999
143.412,-11.4495
143.4428,-11.1792
143.4592,-11.1077999999999
143.4777,-11.4979999999999
143.651199999999,-11.6258
143.6594,-11.4285
143.685499999999,-11.5596999999999
143.7057,-11.5569
143.7242,-11.7960999999999
143.7442,-11.8050999999999
143.7499,-11.4873999999999
143.8554,-11.8253
143.8427,-11.8442
143.8239,-11.8543
143.8295,-11.8599999999999
143.8367,-11.8697
143.591299999999,-11.8584999999999
143.6747,-11.8216
143.8245,-11.8833
143.8339,-11.8973999999999
143.6242,-11.8815
143.71,-11.88
143.691,-11.926
143.853299999999,-11.9267
143.867099999999,-11.9535
143.988,-11.9483999999999
143.8846,-11.9799
143.904599999999,-11.9936
143.3766,-12.1379
143.1088,-12.1915
143.1326,-12.2319
143.2861,-12.2314
143.2065,-12.2425
143.777199999999,-11.5068
143.7775,-11.8132
143.782199999999,-11.8109
143.784799999999,-11.8257999999999
143.8014,-11.4185
143.805299999999,-11.3737999999999
143.8102,-11.1915
143.825799999999,-11.8453
143.8348,-11.9172999999999
143.8501,-11.5256
143.855099999999,-11.2879
143.8745,-11.7301
143.876299999999,-11.1816999999999
143.8848,-11.7056
143.8873,-11.7363
143.8898,-11.7545
143.8899,-11.632
143.890899999999,-11.522
143.893599999999,-11.632
143.895299999999,-11.5748
143.8963,-11.5982
143.903899999999,-11.5970999999999
143.963699999999,-11.5751
143.9768,-11.7312999999999
143.982,-11.3779
143.9841,-11.4705999999999
143.9883,-11.329
143.988699999999,-11.3493999999999
143.9906,-11.3706
143.9915,-11.3556
143.9958,-11.3231
143.9978,-11.3446
144.0018,-11.3228
144.0043,-11.3313
144.0054,-11.2518999999999
144.0055,-11.1218
144.0104,-11.3278
144.0103,-11.3427
144.013299999999,-11.762
144.0136,-11.3103
144.0153,-11.2567
144.0157,-11.303
144.0164,-11.3318999999999
144.017599999999,-11.286
144.019299999999,-11.3104
144.0225,-11.7718
144.027099999999,-11.7682
144.0436,-11.2925
144.052699999999,-11.2743
144.0634,-11.0909
143.2621,-11.0576
143.5396,-11.0135
143.6689,-11.0419
143.6852,-11.0367999999999
143.692399999999,-11.0046
143.71,-11.0173
143.7536,-11.064
143.799,-11.0534
143.8094,-11.0733
144.060399999999,-11.0792
142.8334,-11.484
143.3005,-12.0304
143.2944,-12.0694
143.4837,-12.1027
143.351599999999,-12.1135
143.4468,-12.1533
143.5877,-12.1862999999999
143.2646,-12.0986999999999
143.2185,-12.1266
143.276299999999,-12.1394
143.5461,-12.3732
143.9075,-11.9949999999999
143.910599999999,-11.9964
143.6708,-12.1255
143.9233,-12.0044
143.9555,-12.0219
143.848,-12.0338999999999
143.8728,-12.0386
143.8966,-12.0467999999999
143.8325,-12.0416
143.961,-12.0619
143.909899999999,-12.0548
143.932899999999,-12.0577
143.8175,-12.0515
143.812199999999,-12.0725
143.549,-12.0576
143.804,-12.0953
143.8082,-12.1203
143.810599999999,-12.1447
143.2383,-12.2502999999999
143.2747,-12.2467
143.2996,-12.2715999999999
143.125699999999,-12.2865
143.438099999999,-12.31
143.409899999999,-12.2922999999999
143.516899999999,-12.2449999999999
143.182899999999,-12.3054
143.1972,-12.3119
143.343999999999,-12.3305
143.358399999999,-12.3508999999999
143.242099999999,-12.3551
143.2131,-12.3632
143.2733,-12.3895
143.4824,-12.3843
143.283999999999,-12.4331
143.360999999999,-12.4395
143.4983,-12.4229
143.4807,-12.468
143.529,-12.5582999999999
143.7855,-12.5769
143.7945,-12.5821
143.866199999999,-12.5835
143.717899999999,-12.6212
143.810399999999,-12.6001999999999
143.7845,-12.1719
143.7893,-12.1578
143.8052,-12.1716
143.790799999999,-12.1942
143.780599999999,-12.1941
143.8103,-12.2052
143.822,-12.2101
143.794299999999,-12.2083999999999
143.853,-12.2222
143.849899999999,-12.221
143.8192,-12.2226
143.8742,-12.2405
143.899599999999,-12.2429
143.8903,-12.2469
143.9011,-12.2822
143.6415,-12.314
143.8278,-12.3401
143.791699999999,-12.3637
143.6103,-12.3812
143.757,-12.3842
143.7473,-12.412
143.765999999999,-12.4117
143.633299999999,-12.4026999999999
143.568,-12.4225999999999
143.6322,-12.4166
143.846399999999,-12.4151
143.751399999999,-12.4368
143.7621,-12.4659999999999
143.7588,-12.4834999999999
143.7715,-12.4887999999999
143.390199999999,-12.5187
143.2904,-12.513
143.321499999999,-12.554
143.3931,-12.5864999999999
143.4345,-12.6133
143.4468,-12.6219
143.418,-12.6487
143.4499,-12.6586
143.4223,-12.6624
143.3951,-12.7117
143.398699999999,-12.7553
143.481699999999,-12.7545
143.466199999999,-12.7782
143.3691,-12.7772
143.4127,-12.7799999999999
143.486899999999,-12.7830999999999
143.4417,-12.8111
143.7709,-12.519
143.6048,-12.5200999999999
143.7923,-12.5322999999999
143.7783,-12.5686
143.6458,-12.8475
143.794299999999,-12.8682
143.5984,-12.8789
143.5498,-12.8863
143.626399999999,-12.8782999999999
143.8194,-12.8935
143.6001,-12.8865
143.767699999999,-12.9335
143.517699999999,-12.922
143.538199999999,-12.9275
143.653699999999,-12.9291
143.824,-12.933
143.816599999999,-12.9484999999999
143.5475,-12.9407999999999
143.8281,-12.9648
143.550999999999,-12.9651
143.6927,-12.9518
143.829399999999,-12.9839
143.548599999999,-12.5806
143.8124,-12.6174
143.8347,-12.6362
143.5633,-12.6323
143.524499999999,-12.662
143.8417,-12.6821
143.8137,-12.696
143.822499999999,-12.6912
143.810399999999,-12.7052999999999
143.807799999999,-12.7217
143.6173,-12.6936
143.7923,-12.746
143.8145,-12.7588
143.612799999999,-12.7683
143.8023,-12.7974999999999
143.8299,-12.8325999999999
143.615399999999,-12.81
143.545999999999,-12.8148
143.744,-12.8393
143.7381,-13.2367
143.9348,-13.25
143.690699999999,-13.2577
143.945699999999,-13.2746
143.6936,-13.2758
143.723899999999,-12.9947
143.8485,-12.9972999999999
143.5341,-12.9855
143.614399999999,-12.9894
143.6891,-12.9957999999999
143.6544,-12.9735999999999
143.7684,-12.5089
143.807199999999,-12.1636
143.8871,-12.0311
143.8972,-12.0333
143.9258,-12.061
143.9301,-12.0465
143.791799999999,-13.0245
143.8586,-13.0225
143.539999999999,-13.0297
143.8719,-13.0387
143.6266,-13.0414999999999
143.513,-13.0319
143.6431,-13.0513999999999
143.8665,-13.0533
143.8795,-13.0614
143.882499999999,-13.0661
143.8186,-13.0650999999999
143.5566,-13.0649
143.5241,-13.0764999999999
143.6978,-13.0708
143.8974,-13.076
143.9161,-13.0793
143.9216,-13.083
143.938199999999,-13.0764
143.929,-13.0793
143.9344,-13.0793
143.508299999999,-13.1107999999999
143.5581,-13.1089
143.723299999999,-13.1076
143.658199999999,-13.1114999999999
143.7486,-13.1387
143.6421,-13.1521
143.6157,-13.1511
143.6609,-13.1622
143.761799999999,-13.1694
143.958699999999,-13.1593
143.5207,-13.1716
143.5504,-13.177
143.5748,-13.1832999999999
143.696699999999,-13.2033
143.8786,-13.1974
143.570699999999,-13.2179
143.8102,-13.1861999999999
146.4838,-17.2288
146.303,-17.2794999999999
146.8368,-18.0047
146.783999999999,-18.0322999999999
146.558899999999,-18.0524999999999
145.687,-16.1221
145.775399999999,-16.1174
145.645299999999,-16.1742999999999
145.6371,-16.184
145.6954,-16.1933
145.7913,-16.2131
146.212899999999,-16.8743
146.3889,-16.8767
146.247099999999,-16.91
146.206799999999,-16.9379999999999
146.444899999999,-16.9446
146.484399999999,-16.9692
146.4434,-17.2865
146.4657,-17.2749999999999
146.3588,-17.3029
146.3836,-17.396
146.8522,-18.058
146.787,-18.0832
146.7484,-18.1066
146.764999999999,-18.1163999999999
145.8879,-16.2189
145.7905,-16.3212
145.7649,-16.3521
145.564899999999,-16.3863999999999
146.4488,-16.9759999999999
146.4848,-16.9852999999999
146.514399999999,-16.9929999999999
145.5531,-16.5548
145.5302,-16.5599999999999
145.5319,-16.5936999999999
145.472199999999,-16.0825
145.4704,-16.0840999999999
146.3391,-17.3878999999999
146.4788,-17.4455999999999
146.460399999999,-17.4289999999999
146.455,-17.4542
146.462999999999,-17.448
146.457699999999,-17.4758999999999
146.9666,-18.1334
146.7288,-18.2253
146.898,-18.2616
145.769,-16.4141
145.9967,-16.4281
145.687299999999,-16.4406
145.990299999999,-16.4653999999999
146.002,-16.3067999999999
146.0461,-16.4043999999999
145.468799999999,-16.0875999999999
145.4582,-16.2061999999999
145.4776,-16.2494
145.4232,-16.3532
146.3908,-17.4820999999999
146.492799999999,-17.1036
146.5705,-17.1392999999999
146.541699999999,-17.1909999999999
146.5453,-17.2663
146.609,-17.2617
146.6104,-17.2863
146.7449,-18.3249999999999
146.8317,-18.3521
146.762599999999,-18.3867
146.706099999999,-18.4081
146.9882,-18.4362999999999
146.9931,-18.4691
146.0661,-16.4391
146.1014,-16.4935
145.524,-16.5171999999999
145.536499999999,-16.5225
145.496,-16.5301
145.5085,-16.5627999999999
145.8625,-16.547
145.9533,-16.5432999999999
145.531499999999,-16.6077
145.5389,-16.6158
145.5847,-16.6877
145.6069,-16.6952
145.628899999999,-16.7057
145.9155,-16.8653
146.5436,-17.3101999999999
146.533999999999,-17.3542999999999
146.5473,-17.4177
146.509199999999,-17.4427999999999
146.3771,-17.5325999999999
146.5174,-17.5247999999999
145.3674,-15.7743
145.429499999999,-15.7068999999999
145.4385,-15.7063
145.405,-15.7098999999999
145.3955,-15.7095
145.9803,-16.5814999999999
145.932799999999,-16.6399
145.9486,-16.6176999999999
145.9728,-16.6465999999999
145.992799999999,-16.6551
145.570799999999,-16.6573999999999
145.5812,-16.6544999999999
145.916799999999,-16.8645999999999
145.918499999999,-16.864
145.9215,-16.8649999999999
145.9257,-16.8655
146.4537,-17.6099999999999
146.4189,-17.6076
146.144,-17.6412
146.158199999999,-17.6542999999999
146.3819,-17.6627
145.4401,-15.7398
145.457799999999,-15.7331
145.404799999999,-15.9456
145.370299999999,-15.9206
145.9369,-16.6743999999999
145.6841,-16.7282
145.93,-16.8682
145.932199999999,-16.8706
145.933899999999,-16.8724999999999
145.934699999999,-16.8739999999999
146.467199999999,-17.6535
146.1771,-17.6748
146.169,-17.6672
146.169199999999,-17.6741999999999
146.3937,-17.7223
145.3946,-15.9163
145.4362,-15.992
145.615399999999,-15.5023
145.533999999999,-15.5126
145.5464,-15.5061
145.5703,-15.5106
145.7793,-15.5149
145.7812,-15.5294
145.640899999999,-15.5352999999999
145.688199999999,-16.7338999999999
145.9361,-16.8754999999999
145.9392,-16.8782999999999
145.943299999999,-16.8815999999999
145.951699999999,-16.8903
146.1064,-17.7246999999999
146.1561,-17.7466
146.4353,-17.7733999999999
146.120299999999,-17.7698
146.1045,-17.8107
146.1028,-17.8342999999999
145.7962,-15.557
145.781,-15.5383999999999
145.7783,-15.5732
145.5934,-15.561
145.6491,-15.5584
145.533199999999,-15.5561
145.767799999999,-15.595
145.9982,-16.765
145.8947,-16.8867
145.9546,-16.8912
145.955999999999,-16.8941
145.9335,-16.9364999999999
145.9255,-16.9554
145.907999999999,-16.9727999999999
146.4838,-17.8493999999999
146.1159,-17.8566
146.1517,-17.9511
146.1388,-17.9640999999999
146.136,-17.9769
145.8051,-15.606
145.5147,-15.6069999999999
145.626299999999,-15.606
145.5081,-15.63
145.715,-15.6476
145.807999999999,-15.6462
145.8948,-16.8835
145.9563,-16.9011
145.9473,-16.9089999999999
145.994599999999,-16.9255999999999
146.0754,-16.6045
145.899499999999,-16.9942999999999
146.2098,-16.9933
146.0992,-17.9699999999999
146.5778,-17.5804
146.715399999999,-17.6695999999999
146.5439,-17.6979
146.554499999999,-17.7246999999999
146.572,-17.6939999999999
145.5079,-15.6705
145.8005,-15.7188
145.7821,-15.749
145.5816,-15.7765
145.8032,-15.7888
145.7752,-15.8114
145.7734,-15.8222
145.818999999999,-15.8297
145.9848,-16.933
145.9829,-16.9346999999999
145.9862,-16.9317999999999
145.9875,-16.9316999999999
145.988699999999,-16.9404
146.1951,-16.9503999999999
146.2168,-16.9529
146.211,-16.9984
146.1286,-17.0124999999999
146.1312,-17.0204999999999
146.4558,-16.9989999999999
146.461299999999,-17.0375
146.1848,-17.0734999999999
146.501499999999,-17.7387
146.5086,-17.7502999999999
146.6498,-17.7779999999999
146.516799999999,-17.7908
146.542499999999,-17.7563
145.5747,-15.8722999999999
145.7956,-15.8767
145.6568,-15.9050999999999
145.820799999999,-15.9498
146.001299999999,-16.9338
146.005599999999,-16.9237
146.4103,-17.0989
146.3451,-17.0927
146.4215,-17.1214
146.4693,-17.1268999999999
146.5488,-17.8326999999999
146.7264,-17.8749
146.5838,-17.8898
146.6003,-17.9695
145.666,-15.9758999999999
145.8315,-15.9906
145.851,-16.0179
145.867099999999,-16.0516
145.8347,-16.0346
145.858399999999,-16.0301
145.6928,-15.4466
145.655599999999,-15.5178999999999
145.458699999999,-16.0338999999999
145.901999999999,-16.9817
146.0079,-16.5185
146.0106,-17.1578
146.7944,-17.9451
146.768599999999,-17.9949
146.1569,-17.7732999999999
146.821499999999,-17.8939999999999
146.4846,-17.1494
146.681299999999,-17.5661999999999
145.897899999999,-17.0015
145.899599999999,-17.0047999999999
145.469799999999,-16.0716
145.462899999999,-16.1083
145.4462,-16.1666999999999
145.4858,-16.2443999999999
146.1293,-16.5275
146.001399999999,-16.5675999999999
146.017599999999,-16.582
146.163999999999,-16.6088999999999
146.022899999999,-16.6432
146.290799999999,-17.1847999999999
146.3683,-17.1971999999999
146.0772,-17.2091999999999
145.9,-17.0079999999999
146.1514,-18.0077
146.1664,-18.0259
146.176899999999,-18.0398999999999
146.1998,-18.0398
145.499599999999,-16.2979999999999
145.4242,-16.3614999999999
145.426999999999,-16.4027999999999
146.0419,-16.6236
146.035599999999,-16.6463
146.2521,-16.6876
146.0489,-16.6846
146.2743,-16.7272
146.077599999999,-17.2198999999999
146.0917,-17.2245999999999
146.202599999999,-18.0506999999999
146.4506,-18.0786
146.2902,-18.1481999999999
146.2672,-18.1560999999999
145.4199,-16.4071
145.4155,-16.4473999999999
145.419,-16.4244999999999
145.445699999999,-16.4735
145.7638,-16.0066999999999
145.6198,-16.0091
145.635099999999,-16.0149
145.7937,-16.0188999999999
145.8081,-16.0192
146.325799999999,-16.7342
146.3418,-16.7539
146.2688,-16.7743
146.1808,-16.8029
146.3547,-16.8064
146.357699999999,-16.8577
146.1636,-18.1673
146.1451,-18.1825
146.3237,-18.2353999999999
146.3142,-18.3476
146.3281,-18.3552
145.8077,-16.0340999999999
145.6997,-16.0234999999999
145.709499999999,-16.0329
145.646999999999,-16.0492999999999
145.739399999999,-16.0551999999999
145.7208,-16.0796999999999
145.756,-16.0766999999999
145.747099999999,-16.0860999999999
145.8332,-16.1040999999999
145.3778,-14.7103
145.165899999999,-14.7159999999999
145.161,-14.7215
145.1869,-14.7344
145.5754,-15.2871
145.7637,-15.3129
145.639199999999,-15.3188999999999
145.6473,-15.3309
145.752299999999,-15.3351
145.782199999999,-15.3633
143.841199999999,-13.9148
143.9505,-13.8968
144.7391,-14.239
144.6877,-14.2974
144.7896,-14.3095
144.859199999999,-14.3214
145.1995,-14.7347
145.1793,-14.7297999999999
145.1981,-14.7212999999999
145.204399999999,-14.7044999999999
145.193199999999,-14.7136999999999
145.1895,-14.7281999999999
145.5809,-15.3582
145.7662,-15.3886
145.766099999999,-15.3998
145.771999999999,-15.4102
145.508299999999,-15.4285999999999
145.6134,-15.4284
143.815699999999,-13.9646
143.614299999999,-13.9262999999999
143.7544,-13.9430999999999
143.647799999999,-13.9497
143.8411,-13.9604
143.6824,-13.9758
144.7413,-14.3191
144.9555,-14.3287999999999
144.7182,-14.3264999999999
144.7079,-14.3361
144.7201,-14.3412
144.595499999999,-14.3348999999999
144.5864,-14.3248
144.6506,-14.343
145.184699999999,-14.7177
145.2084,-14.7433999999999
145.276199999999,-14.718
145.1009,-14.7314
145.082699999999,-14.7362
145.3553,-14.7629
145.6585,-15.4301999999999
145.8,-15.4346999999999
145.676799999999,-15.4614999999999
145.6544,-15.484
145.5025,-15.4856
145.805,-15.4887999999999
144.091199999999,-13.5396
144.0993,-13.5916999999999
144.095699999999,-13.6004
144.1037,-13.6257
144.1073,-13.6457
144.7568,-14.3594
144.961,-14.3749
144.9506,-14.4133999999999
145.0872,-14.7805
145.315499999999,-14.7867999999999
145.3444,-14.7864
145.140099999999,-14.7881
145.135899999999,-14.7982999999999
145.2834,-14.8171
145.1816,-14.8162
145.1894,-14.8225
145.3281,-15.5045
145.352499999999,-15.5345999999999
145.3026,-15.5462
145.329299999999,-15.6015
145.3195,-15.6125
145.448299999999,-15.6247
145.429599999999,-15.6404999999999
145.318999999999,-15.6438
145.353299999999,-15.7097
144.1688,-13.6755999999999
144.236799999999,-13.7364999999999
144.2673,-13.7799999999999
144.8896,-14.4254
144.8118,-14.4322
145.272899999999,-14.8505
145.4798,-14.8544
145.5277,-14.8644
145.4889,-14.8695
145.515899999999,-14.9167
145.4779,-14.8946
143.5318,-13.3145
143.5393,-13.2824
143.5961,-13.2756
143.6731,-13.3082999999999
143.8903,-13.3157999999999
144.027099999999,-13.8562999999999
144.1354,-13.856
144.078599999999,-13.8537
144.3115,-13.8651
144.9582,-14.4572
144.6347,-14.4504
144.8932,-14.4631
144.7535,-14.4755
144.698,-14.4743999999999
145.487699999999,-14.9385999999999
145.3381,-14.9418
145.3342,-14.9483999999999
145.5886,-14.5475999999999
145.6234,-14.5999
145.6463,-14.6438
145.65,-14.6648
143.970699999999,-13.3239
143.950899999999,-13.3081999999999
143.5573,-13.3301
143.7246,-13.3279
143.600699999999,-13.3265999999999
143.5728,-13.3515999999999
144.063099999999,-13.9087
144.3564,-13.9209999999999
144.3495,-13.9465
144.4014,-13.9528
144.4545,-13.9773
144.5744,-13.9619
144.5521,-13.9758999999999
144.6431,-14.4741
144.637599999999,-14.4789999999999
144.958,-14.4773999999999
145.0025,-14.2332
145.0675,-14.2700999999999
145.164999999999,-14.2890999999999
145.181999999999,-14.3132
145.5388,-14.7072
145.5825,-14.7314
145.510799999999,-14.7449999999999
145.5309,-14.7826
145.5866,-14.7897
143.7785,-13.3302999999999
143.9619,-13.3671
143.5992,-13.3688
143.597399999999,-13.3826
143.610099999999,-13.4009
143.604899999999,-13.4086
144.5199,-13.9834999999999
143.6184,-13.5172
