"","Event","Lat","Lon","ReefID","Core","Level","Level_Matrix","IntMean"
"1","1998 Bleaching",-10.68,142.74,"10-325","0",1,NA,5
"2","1998 Bleaching",-10.7,142.73,"10-327","0",1,NA,5
"3","1998 Bleaching",-10.8,142.98,"10-338","0",1,NA,5
"4","1998 Bleaching",-10.82,142.76,"10-336","0",1,NA,5
"5","1998 Bleaching",-10.89,142.7,"10-340","0",1,NA,5
"6","1998 Bleaching",-11.01,142.99,"11-001","0",1,NA,5
"7","1998 Bleaching",-11.07,143.09,"11-025","0",1,NA,5
"8","1998 Bleaching",-11.11,143.02,"11-026","0",1,NA,5
"9","1998 Bleaching",-11.17,143.1,"11-034","0",1,NA,5
"10","1998 Bleaching",-11.18,143.03,"11-035","0",2,NA,20
"11","1998 Bleaching",-11.24,143,"11-038","0",1,NA,5
"12","1998 Bleaching",-11.25,142.82,"11-008","0",2,NA,20
"13","1998 Bleaching",-11.25,142.93,"11-010","0",1,NA,5
"14","1998 Bleaching",-11.26,142.87,"11-009","0",1,NA,5
"15","1998 Bleaching",-11.39,142.97,"11-013","0",2,NA,20
"16","1998 Bleaching",-11.39,143.07,"11-052","0",1,NA,5
"17","1998 Bleaching",-11.4,143.96,"11-091","0",0,NA,0
"18","1998 Bleaching",-11.46,143.04,"11-055","0",1,NA,5
"19","1998 Bleaching",-11.49,143.04,"11-061","0",1,NA,5
"20","1998 Bleaching",-11.51,142.87,"11-132","0",2,NA,20
"21","1998 Bleaching",-11.55,143.02,"11-156","0",1,NA,5
"22","1998 Bleaching",-11.59,144.04,"11-243","0",0,NA,0
"23","1998 Bleaching",-11.6,142.94,"11-136","0",1,NA,5
"24","1998 Bleaching",-11.6,143.01,"11-161","0",1,NA,5
"25","1998 Bleaching",-11.73,142.99,"11-138","0",1,NA,5
"26","1998 Bleaching",-11.76,142.97,"11-139","0",2,NA,20
"27","1998 Bleaching",-11.77,142.94,"11-142","0",1,NA,5
"28","1998 Bleaching",-11.77,143.08,"11-167","0",1,NA,5
"29","1998 Bleaching",-11.8,142.94,"11-146","0",1,NA,5
"30","1998 Bleaching",-11.82,143.36,"11-173","0",0,NA,0
"31","1998 Bleaching",-11.84,142.94,"11-150","0",2,NA,20
"32","1998 Bleaching",-11.87,143.3,"11-175","0",0,NA,0
"33","1998 Bleaching",-11.9,143.11,"11-176","0",3,NA,45
"34","1998 Bleaching",-11.95,143.27,"11-185","0",1,NA,5
"35","1998 Bleaching",-11.95,143.99,"11-240","0",0,NA,0
"36","1998 Bleaching",-11.96,143.27,"11-186","0",1,NA,5
"37","1998 Bleaching",-11.99,143.26,"11-191","0",1,NA,5
"38","1998 Bleaching",-12.03,143.3,"12-001","0",1,NA,5
"39","1998 Bleaching",-12.08,143.97,"12-037","0",0,NA,0
"40","1998 Bleaching",-12.1,143.26,"12-004","0",1,NA,5
"41","1998 Bleaching",-12.14,143.27,"12-006","0",0,NA,0
"42","1998 Bleaching",-12.14,143.37,"12-007","0",1,NA,5
"43","1998 Bleaching",-12.23,143.28,"12-010","0",1,NA,5
"44","1998 Bleaching",-12.27,143.92,"12-056","0",0,NA,0
"45","1998 Bleaching",-12.3,143.42,"NA-NA","0",1,NA,5
"46","1998 Bleaching",-12.32,143.33,"NA-NA","0",1,NA,5
"47","1998 Bleaching",-12.42,143.5,"NA-NA","0",1,NA,5
"48","1998 Bleaching",-12.45,143.5,"NA-NA","0",1,NA,5
"49","1998 Bleaching",-12.48,143.43,"NA-NA","0",1,NA,5
"50","1998 Bleaching",-12.53,143.53,"NA-NA","0",1,NA,5
"51","1998 Bleaching",-12.64,143.56,"12-105","0",2,NA,20
"52","1998 Bleaching",-12.71,143.61,"12-112","0",2,NA,20
"53","1998 Bleaching",-12.75,143.4,"12-084","0",1,NA,5
"54","1998 Bleaching",-12.77,143.61,"12-115","0",2,NA,20
"55","1998 Bleaching",-12.81,143.61,"12-119","0",2,NA,20
"56","1998 Bleaching",-12.83,143.84,"12-118","0",0,NA,0
"57","1998 Bleaching",-13.04,143.87,"13-005","0",0,NA,0
"58","1998 Bleaching",-13.08,143.91,"13-016","0",0,NA,0
"59","1998 Bleaching",-13.14,143.95,"13-028","0",0,NA,0
"60","1998 Bleaching",-13.27,143.94,"13-040","0",0,NA,0
"61","1998 Bleaching",-13.56,143.84,"13-077","0",0,NA,0
"62","1998 Bleaching",-13.64,143.92,"13-078","0",0,NA,0
"63","1998 Bleaching",-13.74,143.91,"13-088","0",0,NA,0
"64","1998 Bleaching",-13.91,143.95,"13-108","0",0,NA,0
"65","1998 Bleaching",-13.98,144.11,"14-016","0",0,NA,0
"66","1998 Bleaching",-14.01,143.98,"14-003","0",0,NA,0
"67","1998 Bleaching",-14.07,144.24,"14-017","0",0,NA,0
"68","1998 Bleaching",-14.1,144.32,"14-018","0",1,NA,5
"69","1998 Bleaching",-14.31,144.79,"14-053","0",0,NA,0
"70","1998 Bleaching",-14.32,144.86,"14-054","0",0,NA,0
"71","1998 Bleaching",-14.42,144.95,"14-063","0",0,NA,0
"72","1998 Bleaching",-14.42,145.1,"14-082","0",0,NA,0
"73","1998 Bleaching",-14.42,145.32,"14-083","0",0,NA,0
"74","1998 Bleaching",-14.45,145.41,"14-085","0",0,NA,0
"75","1998 Bleaching",-14.45,145.48,"14-086","0",0,NA,0
"76","1998 Bleaching",-14.5,145.54,"14-089","0",0,NA,0
"77","1998 Bleaching",-14.55,145.59,"14-137","0",0,NA,0
"78","1998 Bleaching",-14.6,145.62,"14-138","0",0,NA,0
"79","1998 Bleaching",-14.63,145.48,"14-113","0",0,NA,0
"80","1998 Bleaching",-14.65,145.49,"14-114","0",0,NA,0
"81","1998 Bleaching",-14.65,145.65,"14-139","0",0,NA,0
"82","1998 Bleaching",-14.66,145.25,"14-115","0",0,NA,0
"83","1998 Bleaching",-14.66,145.45,"14-116","0",0,NA,0
"84","1998 Bleaching",-14.66,145.47,"14-116","0",0,NA,0
"85","1998 Bleaching",-14.68,145.47,"14-116","0",0,NA,0
"86","1998 Bleaching",-14.68,145.7,"NA-NA","0",0,NA,0
"87","1998 Bleaching",-14.71,145.38,"14-118","0",0,NA,0
"88","1998 Bleaching",-14.72,145.19,"14-120","0",1,NA,5
"89","1998 Bleaching",-14.73,145.19,"14-120","0",1,NA,5
"90","1998 Bleaching",-14.73,145.18,"14-120","0",2,NA,20
"91","1998 Bleaching",-14.74,145.2,"14-120","0",1,NA,5
"92","1998 Bleaching",-14.74,145.51,"14-143","0",0,NA,0
"93","1998 Bleaching",-14.8,145.72,"NA-NA","0",0,NA,0
"94","1998 Bleaching",-14.81,145.52,"14-147","0",0,NA,0
"95","1998 Bleaching",-14.82,145.52,"14-147","0",0,NA,0
"96","1998 Bleaching",-14.85,145.27,"14-131","0",1,NA,5
"97","1998 Bleaching",-14.88,145.56,"14-150","0",0,NA,0
"98","1998 Bleaching",-14.92,145.51,"14-133","0",0,NA,0
"99","1998 Bleaching",-14.92,145.69,"14-151","0",0,NA,0
"100","1998 Bleaching",-14.93,145.68,"14-152","0",0,NA,0
"101","1998 Bleaching",-14.94,145.48,"14-135","0",0,NA,0
"102","1998 Bleaching",-14.99,145.7,"14-154","0",0,NA,0
"103","1998 Bleaching",-15.02,145.44,"15-002","1",1,NA,5
"104","1998 Bleaching",-15.05,145.53,"15-018","1",0,NA,0
"105","1998 Bleaching",-15.05,145.57,"15-019","1",0,NA,0
"106","1998 Bleaching",-15.08,145.72,"15-021","1",0,NA,0
"107","1998 Bleaching",-15.1,145.38,"15-003","1",4,NA,80
"108","1998 Bleaching",-15.11,145.42,"15-005","1",2,NA,20
"109","1998 Bleaching",-15.14,145.32,"15-006","1",4,NA,80
"110","1998 Bleaching",-15.14,145.32,"15-006","1",3,NA,45
"111","1998 Bleaching",-15.14,145.58,"15-024","1",0,NA,0
"112","1998 Bleaching",-15.16,145.27,"15-008","1",3,NA,45
"113","1998 Bleaching",-15.2,145.62,"15-027","1",0,NA,0
"114","1998 Bleaching",-15.21,145.56,"15-028","1",0,NA,0
"115","1998 Bleaching",-15.25,145.58,"15-031","1",0,NA,0
"116","1998 Bleaching",-15.28,145.75,"15-032","1",0,NA,0
"117","1998 Bleaching",-15.32,145.64,"15-035","1",0,NA,0
"118","1998 Bleaching",-15.33,145.65,"15-036","1",0,NA,0
"119","1998 Bleaching",-15.36,145.58,"15-039","1",0,NA,0
"120","1998 Bleaching",-15.41,145.43,"15-012","1",1,NA,5
"121","1998 Bleaching",-15.43,145.61,"15-044","1",0,NA,0
"122","1998 Bleaching",-15.46,145.68,"15-047","1",0,NA,0
"123","1998 Bleaching",-15.47,145.42,"15-013","1",2,NA,20
"124","1998 Bleaching",-15.49,145.65,"15-048","1",0,NA,0
"125","1998 Bleaching",-15.5,145.62,"15-070","1",0,NA,0
"126","1998 Bleaching",-15.56,145.65,"15-077","1",0,NA,0
"127","1998 Bleaching",-15.61,145.63,"15-082","1",0,NA,0
"128","1998 Bleaching",-15.69,145.5,"15-086","1",3,NA,45
"129","1998 Bleaching",-15.69,145.5,"15-086","1",2,NA,20
"130","1998 Bleaching",-15.71,145.39,"15-063","1",4,NA,80
"131","1998 Bleaching",-15.74,145.44,"15-064","1",4,NA,80
"132","1998 Bleaching",-15.74,145.46,"15-065","1",3,NA,45
"133","1998 Bleaching",-15.78,145.58,"15-089","1",2,NA,20
"134","1998 Bleaching",-15.88,145.57,"15-093","1",0,NA,0
"135","1998 Bleaching",-15.91,145.66,"15-095","1",0,NA,0
"136","1998 Bleaching",-15.94,145.4,"15-066","1",2,NA,20
"137","1998 Bleaching",-16,145.44,"15-069","1",2,NA,20
"138","1998 Bleaching",-16.03,145.71,"16-014","1",1,NA,5
"139","1998 Bleaching",-16.06,145.47,"16-002","1",3,NA,45
"140","1998 Bleaching",-16.11,145.84,"16-019","1",2,NA,20
"141","1998 Bleaching",-16.13,145.67,"16-020","1",0,NA,0
"142","1998 Bleaching",-16.19,145.7,"16-023","1",0,NA,0
"143","1998 Bleaching",-16.25,145.49,"16-005","1",3,NA,45
"144","1998 Bleaching",-16.3,145.5,"16-006","1",2,NA,20
"145","1998 Bleaching",-16.3,145.5,"16-006","1",3,NA,45
"146","1998 Bleaching",-16.3,145.68,"NA-NA","1",1,NA,5
"147","1998 Bleaching",-16.39,145.56,"16-028","1",4,NA,80
"148","1998 Bleaching",-16.4,145.7,"NA-NA","1",2,NA,20
"149","1998 Bleaching",-16.42,145.77,"16-029","1",2,NA,20
"150","1998 Bleaching",-16.47,145.8,"NA-NA","1",0,NA,0
"151","1998 Bleaching",-16.53,145.54,"16-038","1",3,NA,45
"152","1998 Bleaching",-16.55,145.5,"16-039","1",3,NA,45
"153","1998 Bleaching",-16.56,145.55,"16-080","1",3,NA,45
"154","1998 Bleaching",-16.67,145.94,"16-046","1",1,NA,5
"155","1998 Bleaching",-16.69,146.25,"16-063","1",2,NA,20
"156","1998 Bleaching",-16.7,146.05,"16-064","1",1,NA,5
"157","1998 Bleaching",-16.7,146.05,"16-064","1",2,NA,20
"158","1998 Bleaching",-16.73,145.68,"16-047","1",3,NA,45
"159","1998 Bleaching",-16.77,145.99,"16-049","1",2,NA,20
"160","1998 Bleaching",-16.77,145.99,"16-049","1",3,NA,45
"161","1998 Bleaching",-16.87,146.21,"16-071","1",0,NA,0
"162","1998 Bleaching",-16.92,146,"16-055","1",4,NA,80
"163","1998 Bleaching",-16.92,146.25,"16-073","1",0,NA,0
"164","1998 Bleaching",-16.94,146.21,"16-074","1",2,NA,20
"165","1998 Bleaching",-16.94,146.21,"16-074","1",1,NA,5
"166","1998 Bleaching",-17.02,146.22,"17-001","1",2,NA,20
"167","1998 Bleaching",-17.07,146.18,"17-004","1",2,NA,20
"168","1998 Bleaching",-17.07,146.18,"17-004","1",3,NA,45
"169","1998 Bleaching",-17.07,146.18,"17-004","1",1,NA,5
"170","1998 Bleaching",-17.15,146.01,"17-009","1",4,NA,80
"171","1998 Bleaching",-17.15,146.01,"17-009","1",3,NA,45
"172","1998 Bleaching",-17.19,146.29,"17-010","1",2,NA,20
"173","1998 Bleaching",-17.2,146.37,"17-011","1",3,NA,45
"174","1998 Bleaching",-17.21,146.08,"17-012","1",3,NA,45
"175","1998 Bleaching",-17.21,146.08,"17-012","1",3,NA,45
"176","1998 Bleaching",-17.22,146.08,"17-012","1",4,NA,80
"177","1998 Bleaching",-17.23,146.09,"17-013","1",3,NA,45
"178","1998 Bleaching",-17.23,146.09,"17-013","1",4,NA,80
"179","1998 Bleaching",-17.23,146.09,"17-013","1",4,NA,80
"180","1998 Bleaching",-17.3,146.36,"17-017","1",2,NA,20
"181","1998 Bleaching",-17.3,146.36,"17-017","1",3,NA,45
"182","1998 Bleaching",-17.38,146.42,"17-018","1",1,NA,5
"183","1998 Bleaching",-17.4,146.4,"17-018","1",3,NA,45
"184","1998 Bleaching",-17.49,146.39,"17-024","1",2,NA,20
"185","1998 Bleaching",-17.53,146.38,"17-034","1",3,NA,45
"186","1998 Bleaching",-17.53,146.52,"17-035","1",2,NA,20
"187","1998 Bleaching",-17.53,146.52,"17-035","1",1,NA,5
"188","1998 Bleaching",-17.61,146.45,"17-037","1",1,NA,5
"189","1998 Bleaching",-17.66,146.47,"17-042","1",2,NA,20
"190","1998 Bleaching",-17.67,146.17,"17-043","1",2,NA,20
"191","1998 Bleaching",-17.68,146.18,"17-043","1",4,NA,80
"192","1998 Bleaching",-17.68,146.17,"17-043","1",3,NA,45
"193","1998 Bleaching",-17.7,146.54,"17-059","1",3,NA,45
"194","1998 Bleaching",-17.72,146.39,"17-044","1",2,NA,20
"195","1998 Bleaching",-17.72,146.39,"17-044","1",3,NA,45
"196","1998 Bleaching",-17.74,146.5,"17-060","1",0,NA,0
"197","1998 Bleaching",-17.75,146.15,"17-046","1",1,NA,5
"198","1998 Bleaching",-17.75,146.15,"17-046","1",2,NA,20
"199","1998 Bleaching",-17.75,146.15,"17-046","1",1,NA,5
"200","1998 Bleaching",-17.77,146.44,"17-047","1",2,NA,20
"201","1998 Bleaching",-17.77,146.12,"17-048","1",3,NA,45
"202","1998 Bleaching",-17.79,146.52,"17-063","1",0,NA,0
"203","1998 Bleaching",-17.79,146.52,"17-063","1",1,NA,5
"204","1998 Bleaching",-17.83,146.55,"17-064","1",0,NA,0
"205","1998 Bleaching",-17.85,146.49,"17-051","1",2,NA,20
"206","1998 Bleaching",-17.89,146.59,"17-066","1",3,NA,45
"207","1998 Bleaching",-17.95,146.8,"17-068","1",2,NA,20
"208","1998 Bleaching",-17.96,146.15,"17-053","1",3,NA,45
"209","1998 Bleaching",-17.96,146.15,"17-053","1",3,NA,45
"210","1998 Bleaching",-17.96,146.15,"17-053","1",3,NA,45
"211","1998 Bleaching",-17.97,146.14,"17-054","1",4,NA,80
"212","1998 Bleaching",-17.98,146.13,"17-055","1",1,NA,5
"213","1998 Bleaching",-18,146.77,"17-069","1",1,NA,5
"214","1998 Bleaching",-18,146.18,"18-004","1",4,NA,80
"215","1998 Bleaching",-18.01,146.15,"18-001","1",2,NA,20
"216","1998 Bleaching",-18.02,146.17,"18-003","1",1,NA,5
"217","1998 Bleaching",-18.04,146.2,"18-005","1",3,NA,45
"218","1998 Bleaching",-18.04,146.79,"18-017","1",2,NA,20
"219","1998 Bleaching",-18.05,146.2,"18-006","1",2,NA,20
"220","1998 Bleaching",-18.05,146.21,"18-006","1",3,NA,45
"221","1998 Bleaching",-18.05,146.56,"18-018","1",3,NA,45
"222","1998 Bleaching",-18.08,146.45,"18-007","1",3,NA,45
"223","1998 Bleaching",-18.1,146.8,"18-020","1",3,NA,45
"224","1998 Bleaching",-18.12,146.76,"18-022","1",2,NA,20
"225","1998 Bleaching",-18.14,146.97,"18-023","1",1,NA,5
"226","1998 Bleaching",-18.15,146.29,"18-008","1",2,NA,20
"227","1998 Bleaching",-18.15,146.29,"18-008","1",4,NA,80
"228","1998 Bleaching",-18.15,146.29,"18-008","1",3,NA,45
"229","1998 Bleaching",-18.15,146.29,"18-008","1",4,NA,80
"230","1998 Bleaching",-18.15,146.29,"18-008","1",4,NA,80
"231","1998 Bleaching",-18.17,146.15,"18-010","1",1,NA,5
"232","1998 Bleaching",-18.17,146.15,"18-010","1",1,NA,5
"233","1998 Bleaching",-18.17,146.15,"18-010","1",1,NA,5
"234","1998 Bleaching",-18.23,146.73,"18-024","1",0,NA,0
"235","1998 Bleaching",-18.24,146.32,"18-013","1",2,NA,20
"236","1998 Bleaching",-18.27,147.39,"18-034","1",1,NA,5
"237","1998 Bleaching",-18.32,146.74,"18-026","1",0,NA,0
"238","1998 Bleaching",-18.35,146.83,"18-027","1",1,NA,5
"239","1998 Bleaching",-18.41,146.71,"18-029","1",2,NA,20
"240","1998 Bleaching",-18.41,146.71,"18-029","1",1,NA,5
"241","1998 Bleaching",-18.41,147.45,"18-039","1",0,NA,0
"242","1998 Bleaching",-18.42,147.35,"18-041","1",0,NA,0
"243","1998 Bleaching",-18.43,146.99,"18-030","1",1,NA,5
"244","1998 Bleaching",-18.44,147.52,"18-046","1",0,NA,0
"245","1998 Bleaching",-18.47,146.99,"18-031","1",0,NA,0
"246","1998 Bleaching",-18.48,146.87,"18-032","1",1,NA,5
"247","1998 Bleaching",-18.51,147.54,"18-080","1",0,NA,0
"248","1998 Bleaching",-18.56,146.49,"18-048","1",3,NA,45
"249","1998 Bleaching",-18.56,146.49,"18-048","1",3,NA,45
"250","1998 Bleaching",-18.56,146.49,"18-048","1",3,NA,45
"251","1998 Bleaching",-18.57,147.49,"18-074","1",1,NA,5
"252","1998 Bleaching",-18.59,146.5,"18-049","1",3,NA,45
"253","1998 Bleaching",-18.6,146.49,"18-049","1",3,NA,45
"254","1998 Bleaching",-18.62,147.61,"18-084","1",0,NA,0
"255","1998 Bleaching",-18.63,147.05,"18-075","1",0,NA,0
"256","1998 Bleaching",-18.64,146.49,"18-049","1",3,NA,45
"257","1998 Bleaching",-18.64,146.5,"18-049","1",4,NA,80
"258","1998 Bleaching",-18.64,147.59,"18-084","1",0,NA,0
"259","1998 Bleaching",-18.66,146.49,"18-049","1",3,NA,45
"260","1998 Bleaching",-18.66,147.6,"18-084","1",0,NA,0
"261","1998 Bleaching",-18.66,147.71,"18-086","1",1,NA,5
"262","1998 Bleaching",-18.67,146.56,"18-052","1",4,NA,80
"263","1998 Bleaching",-18.68,146.55,"18-052","1",2,NA,20
"264","1998 Bleaching",-18.68,146.58,"18-054","1",3,NA,45
"265","1998 Bleaching",-18.7,146.6,"18-054","1",3,NA,45
"266","1998 Bleaching",-18.7,147.1,"18-078","1",1,NA,5
"267","1998 Bleaching",-18.72,146.58,"18-054","1",2,NA,20
"268","1998 Bleaching",-18.73,147.54,"18-088","1",1,NA,5
"269","1998 Bleaching",-18.73,147.84,"18-090","1",1,NA,5
"270","1998 Bleaching",-18.74,146.64,"18-054","1",4,NA,80
"271","1998 Bleaching",-18.74,146.69,"18-054","1",4,NA,80
"272","1998 Bleaching",-18.75,147.27,"18-079","1",1,NA,5
"273","1998 Bleaching",-18.77,146.55,"18-058","1",3,NA,45
"274","1998 Bleaching",-18.77,147.71,"18-091","1",1,NA,5
"275","1998 Bleaching",-18.78,146.52,"18-059","1",4,NA,80
"276","1998 Bleaching",-18.78,146.67,"18-061","1",3,NA,45
"277","1998 Bleaching",-18.78,146.53,"18-062","1",3,NA,45
"278","1998 Bleaching",-18.78,147.87,"18-094","1",1,NA,5
"279","1998 Bleaching",-18.8,147.53,"18-095","1",0,NA,0
"280","1998 Bleaching",-18.81,146.43,"18-051","1",3,NA,45
"281","1998 Bleaching",-18.83,146.52,"18-064","1",3,NA,45
"282","1998 Bleaching",-18.84,146.54,"18-065","1",3,NA,45
"283","1998 Bleaching",-18.86,147.89,"18-099","1",1,NA,5
"284","1998 Bleaching",-18.87,147.72,"18-100","1",1,NA,5
"285","1998 Bleaching",-18.9,147.96,"18-101","1",2,NA,20
"286","1998 Bleaching",-18.9,147.96,"18-101","1",1,NA,5
"287","1998 Bleaching",-18.92,147.74,"18-100","1",0,NA,0
"288","1998 Bleaching",-18.95,148.08,"18-118","1",1,NA,5
"289","1998 Bleaching",-18.97,146.63,"18-066","1",4,NA,80
"290","1998 Bleaching",-18.97,146.63,"18-066","1",4,NA,80
"291","1998 Bleaching",-18.97,147.7,"18-106","1",0,NA,0
"292","1998 Bleaching",-18.98,146.62,"18-067","1",4,NA,80
"293","1998 Bleaching",-19.02,148.11,"19-024","1",1,NA,5
"294","1998 Bleaching",-19.02,148.32,"19-025","1",0,NA,0
"295","1998 Bleaching",-19.03,146.63,"19-002","1",4,NA,80
"296","1998 Bleaching",-19.03,146.57,"NA-NA","1",4,NA,80
"297","1998 Bleaching",-19.03,146.61,"NA-NA","1",4,NA,80
"298","1998 Bleaching",-19.04,147.93,"19-019","1",0,NA,0
"299","1998 Bleaching",-19.07,148.18,"19-028","1",0,NA,0
"300","1998 Bleaching",-19.07,148.08,"19-029","1",0,NA,0
"301","1998 Bleaching",-19.1,146.56,"19-005","1",3,NA,45
"302","1998 Bleaching",-19.12,146.76,"19-007","1",4,NA,80
"303","1998 Bleaching",-19.13,148.47,"19-038","1",0,NA,0
"304","1998 Bleaching",-19.16,146.87,"19-009","1",3,NA,45
"305","1998 Bleaching",-19.17,146.85,"19-009","1",2,NA,20
"306","1998 Bleaching",-19.18,147.06,"19-013","1",4,NA,80
"307","1998 Bleaching",-19.18,148.38,"19-038","1",1,NA,5
"308","1998 Bleaching",-19.18,147.02,"NA-NA","1",3,NA,45
"309","1998 Bleaching",-19.19,146.84,"19-010","1",3,NA,45
"310","1998 Bleaching",-19.2,146.81,"19-011","1",3,NA,45
"311","1998 Bleaching",-19.21,146.8,"19-012","1",4,NA,80
"312","1998 Bleaching",-19.21,148.17,"19-043","1",2,NA,20
"313","1998 Bleaching",-19.21,148.54,"19-054","1",1,NA,5
"314","1998 Bleaching",-19.26,147.07,"19-017","1",3,NA,45
"315","1998 Bleaching",-19.26,148.63,"19-063","1",1,NA,5
"316","1998 Bleaching",-19.26,148.55,"19-063","1",0,NA,0
"317","1998 Bleaching",-19.28,148.35,"19-044","1",1,NA,5
"318","1998 Bleaching",-19.3,148.08,"19-045","1",0,NA,0
"319","1998 Bleaching",-19.32,148.43,"19-046","1",1,NA,5
"320","1998 Bleaching",-19.34,148.63,"19-066","1",2,NA,20
"321","1998 Bleaching",-19.36,148.64,"19-067","1",2,NA,20
"322","1998 Bleaching",-19.37,148.34,"19-047","1",1,NA,5
"323","1998 Bleaching",-19.39,148.09,"19-048","1",0,NA,0
"324","1998 Bleaching",-19.4,148.78,"19-072","1",0,NA,0
"325","1998 Bleaching",-19.4,148.87,"19-074","1",0,NA,0
"326","1998 Bleaching",-19.43,148.66,"19-071","1",0,NA,0
"327","1998 Bleaching",-19.47,149.17,"19-096","1",1,NA,5
"328","1998 Bleaching",-19.48,148.82,"19-075","1",0,NA,0
"329","1998 Bleaching",-19.49,148.9,"19-076","1",0,NA,0
"330","1998 Bleaching",-19.5,148.74,"19-072","1",1,NA,5
"331","1998 Bleaching",-19.5,148.78,"19-072","1",1,NA,5
"332","1998 Bleaching",-19.53,148.98,"19-107","1",0,NA,0
"333","1998 Bleaching",-19.53,148.88,"19-108","1",0,NA,0
"334","1998 Bleaching",-19.54,148.94,"19-109","1",0,NA,0
"335","1998 Bleaching",-19.56,148.93,"19-109","1",0,NA,0
"336","1998 Bleaching",-19.69,149.19,"19-128","1",0,NA,0
"337","1998 Bleaching",-19.71,147.75,"19-100","1",4,NA,80
"338","1998 Bleaching",-19.72,149.2,"19-133","1",0,NA,0
"339","1998 Bleaching",-19.73,147.76,"19-101","1",4,NA,80
"340","1998 Bleaching",-19.73,147.76,"19-101","1",4,NA,80
"341","1998 Bleaching",-19.73,148.36,"19-103","1",0,NA,0
"342","1998 Bleaching",-19.73,148.36,"19-103","1",0,NA,0
"343","1998 Bleaching",-19.73,147.83,"NA-NA","1",4,NA,80
"344","1998 Bleaching",-19.75,149.31,"19-129","1",0,NA,0
"345","1998 Bleaching",-19.75,149.49,"19-134","1",0,NA,0
"346","1998 Bleaching",-19.76,149.37,"19-131","1",0,NA,0
"347","1998 Bleaching",-19.76,149.4,"19-132","1",0,NA,0
"348","1998 Bleaching",-19.76,149.23,"19-135","1",0,NA,0
"349","1998 Bleaching",-19.8,149.2,"19-136","1",1,NA,5
"350","1998 Bleaching",-19.81,149.07,"19-137","1",1,NA,5
"351","1998 Bleaching",-19.82,149.12,"19-136","1",1,NA,5
"352","1998 Bleaching",-19.86,147.89,"19-102","1",4,NA,80
"353","1998 Bleaching",-19.88,149.58,"19-197","1",0,NA,0
"354","1998 Bleaching",-19.88,147.93,"NA-NA","1",4,NA,80
"355","1998 Bleaching",-19.97,148.27,"19-105","1",0,NA,0
"356","1998 Bleaching",-19.98,148.36,"19-106","1",4,NA,80
"357","1998 Bleaching",-19.98,148.28,"NA-NA","1",4,NA,80
"358","1998 Bleaching",-20,148.56,"19-110","1",3,NA,45
"359","1998 Bleaching",-20.01,149.72,"19-205","1",0,NA,0
"360","1998 Bleaching",-20.01,148.27,"20-001","1",4,NA,80
"361","1998 Bleaching",-20.02,148.27,"20-002","1",4,NA,80
"362","1998 Bleaching",-20.02,148.62,"20-012","1",3,NA,45
"363","1998 Bleaching",-20.04,148.28,"20-004","1",4,NA,80
"364","1998 Bleaching",-20.07,148.89,"20-014","1",3,NA,45
"365","1998 Bleaching",-20.07,148.89,"20-014","1",3,NA,45
"366","1998 Bleaching",-20.07,148.89,"20-014","1",3,NA,45
"367","1998 Bleaching",-20.07,148.54,"20-015","1",4,NA,80
"368","1998 Bleaching",-20.07,148.54,"20-015","1",3,NA,45
"369","1998 Bleaching",-20.07,148.93,"20-028","1",3,NA,45
"370","1998 Bleaching",-20.07,148.95,"20-028","1",3,NA,45
"371","1998 Bleaching",-20.07,148.96,"20-028","1",2,NA,20
"372","1998 Bleaching",-20.08,148.49,"20-010","1",3,NA,45
"373","1998 Bleaching",-20.08,148.49,"20-010","1",4,NA,80
"374","1998 Bleaching",-20.08,148.49,"20-010","1",2,NA,20
"375","1998 Bleaching",-20.08,148.96,"20-028","1",1,NA,5
"376","1998 Bleaching",-20.1,148.61,"19-980","1",4,NA,80
"377","1998 Bleaching",-20.11,148.57,"20-021","1",2,NA,20
"378","1998 Bleaching",-20.11,148.65,"20-022","1",3,NA,45
"379","1998 Bleaching",-20.11,148.65,"20-022","1",3,NA,45
"380","1998 Bleaching",-20.12,150.01,"20-128","1",0,NA,0
"381","1998 Bleaching",-20.13,148.61,"20-027","1",4,NA,80
"382","1998 Bleaching",-20.13,149.94,"20-112","1",0,NA,0
"383","1998 Bleaching",-20.15,148.61,"20-030","1",3,NA,45
"384","1998 Bleaching",-20.16,149.03,"20-067","1",2,NA,20
"385","1998 Bleaching",-20.16,149.07,"20-089","1",1,NA,5
"386","1998 Bleaching",-20.17,149.03,"20-067","1",1,NA,5
"387","1998 Bleaching",-20.17,149.01,"20-068","1",1,NA,5
"388","1998 Bleaching",-20.19,150.08,"20-129","1",0,NA,0
"389","1998 Bleaching",-20.2,149.11,"20-069","1",3,NA,45
"390","1998 Bleaching",-20.2,148.65,"NA-NA","1",3,NA,45
"391","1998 Bleaching",-20.22,148.81,"20-033","1",0,NA,0
"392","1998 Bleaching",-20.23,149.15,"20-071","1",2,NA,20
"393","1998 Bleaching",-20.24,149.16,"20-072","1",0,NA,0
"394","1998 Bleaching",-20.24,149.15,"20-074","1",0,NA,0
"395","1998 Bleaching",-20.25,148.83,"20-034","1",0,NA,0
"396","1998 Bleaching",-20.25,149.18,"20-075","1",0,NA,0
"397","1998 Bleaching",-20.26,148.81,"20-035","1",0,NA,0
"398","1998 Bleaching",-20.26,148.84,"20-042","1",0,NA,0
