"","Event","Lat","Lon","ReefID","Core","Level","Level_Matrix","IntMean"
"1523","2011 Cyclone Yasi",-17.48226547,146.39112854,"17-024","VDW",3,120,100
"1524","2011 Cyclone Yasi",-17.48226547,146.39112854,"17-024","VDW",3,120,100
"1525","2011 Cyclone Yasi",-17.48226547,146.39112854,"17-024","VDW",3,120,100
"1526","2011 Cyclone Yasi",-17.48226547,146.39112854,"17-024","VDW",4,200,175
"1527","2011 Cyclone Yasi",-17.48226547,146.39112854,"17-024","VDW",4,200,175
"1528","2011 Cyclone Yasi",-17.48226547,146.39112854,"17-024","VDW",4,200,175
"1529","2011 Cyclone Yasi",-17.48226547,146.39112854,"17-024","VDW",4,200,175
"1530","2011 Cyclone Yasi",-17.48226547,146.39112854,"17-024","VDW",5,400,350
"1531","2011 Cyclone Yasi",-17.52473259,146.51774597,"17-035","VDW",0,0,0
"1532","2011 Cyclone Yasi",-17.52473259,146.51774597,"17-035","VDW",0,0,0
"1533","2011 Cyclone Yasi",-17.52473259,146.51774597,"17-035","VDW",0,0,0
"1534","2011 Cyclone Yasi",-17.52473259,146.51774597,"17-035","VDW",0,0,0
"1535","2011 Cyclone Yasi",-17.52473259,146.51774597,"17-035","VDW",1,10,20
"1536","2011 Cyclone Yasi",-17.52473259,146.51774597,"17-035","VDW",1,20,20
"1537","2011 Cyclone Yasi",-17.52473259,146.51774597,"17-035","VDW",2,40,58
"1538","2011 Cyclone Yasi",-17.52473259,146.51774597,"17-035","VDW",2,40,58
"1539","2011 Cyclone Yasi",-17.52473259,146.51774597,"17-035","VDW",3,120,100
"1540","2011 Cyclone Yasi",-17.52473259,146.51774597,"17-035","VDW",3,120,100
"1541","2011 Cyclone Yasi",-17.52473259,146.51774597,"17-035","VDW",3,120,100
"1542","2011 Cyclone Yasi",-17.52473259,146.51774597,"17-035","VDW",4,200,175
"1543","2011 Cyclone Yasi",-17.52473259,146.51774597,"17-035","VDW",4,200,175
"1544","2011 Cyclone Yasi",-17.52473259,146.51774597,"17-035","VDW",4,200,175
"1545","2011 Cyclone Yasi",-17.52473259,146.51774597,"17-035","VDW",5,400,350
"1546","2011 Cyclone Yasi",-17.52473259,146.51774597,"17-035","VDW",5,400,350
"1547","2011 Cyclone Yasi",-17.5328598,146.37722778,"17-034","VDW",1,10,20
"1548","2011 Cyclone Yasi",-17.5328598,146.37722778,"17-034","VDW",1,20,20
"1549","2011 Cyclone Yasi",-17.5328598,146.37722778,"17-034","VDW",1,20,20
"1550","2011 Cyclone Yasi",-17.5328598,146.37722778,"17-034","VDW",2,40,58
"1551","2011 Cyclone Yasi",-17.5328598,146.37722778,"17-034","VDW",2,40,58
"1552","2011 Cyclone Yasi",-17.5328598,146.37722778,"17-034","VDW",2,40,58
"1553","2011 Cyclone Yasi",-17.5328598,146.37722778,"17-034","VDW",2,40,58
"1554","2011 Cyclone Yasi",-17.5328598,146.37722778,"17-034","VDW",2,40,58
"1555","2011 Cyclone Yasi",-17.5328598,146.37722778,"17-034","VDW",2,40,58
"1556","2011 Cyclone Yasi",-17.5328598,146.37722778,"17-034","VDW",2,40,58
"1557","2011 Cyclone Yasi",-17.5328598,146.37722778,"17-034","VDW",3,120,100
"1558","2011 Cyclone Yasi",-17.5328598,146.37722778,"17-034","VDW",3,120,100
"1559","2011 Cyclone Yasi",-17.5328598,146.37722778,"17-034","VDW",3,120,100
"1560","2011 Cyclone Yasi",-17.5328598,146.37722778,"17-034","VDW",3,120,100
"1561","2011 Cyclone Yasi",-17.5328598,146.37722778,"17-034","VDW",3,120,100
"1562","2011 Cyclone Yasi",-17.5328598,146.37722778,"17-034","VDW",3,120,100
"1563","2011 Cyclone Yasi",-17.5328598,146.37722778,"17-034","VDW",3,120,100
"1564","2011 Cyclone Yasi",-17.5328598,146.37722778,"17-034","VDW",3,120,100
"1565","2011 Cyclone Yasi",-17.5328598,146.37722778,"17-034","VDW",4,200,175
"1566","2011 Cyclone Yasi",-17.5328598,146.37722778,"17-034","VDW",4,200,175
"1567","2011 Cyclone Yasi",-17.5328598,146.37722778,"17-034","VDW",4,200,175
"1568","2011 Cyclone Yasi",-17.5328598,146.37722778,"17-034","VDW",5,400,350
"1569","2011 Cyclone Yasi",-17.58052826,146.57826233,"17-057","VDW",0,0,0
"1570","2011 Cyclone Yasi",-17.58052826,146.57826233,"17-057","VDW",1,10,20
"1571","2011 Cyclone Yasi",-17.58052826,146.57826233,"17-057","VDW",1,20,20
"1572","2011 Cyclone Yasi",-17.58052826,146.57826233,"17-057","VDW",1,20,20
"1573","2011 Cyclone Yasi",-17.58052826,146.57826233,"17-057","VDW",1,20,20
"1574","2011 Cyclone Yasi",-17.58052826,146.57826233,"17-057","VDW",1,20,20
"1575","2011 Cyclone Yasi",-17.58052826,146.57826233,"17-057","VDW",2,40,58
"1576","2011 Cyclone Yasi",-17.58052826,146.57826233,"17-057","VDW",2,50,58
"1577","2011 Cyclone Yasi",-17.58052826,146.57826233,"17-057","VDW",2,50,58
"1578","2011 Cyclone Yasi",-17.58052826,146.57826233,"17-057","VDW",2,60,58
"1579","2011 Cyclone Yasi",-17.58052826,146.57826233,"17-057","VDW",2,60,58
"1580","2011 Cyclone Yasi",-17.58052826,146.57826233,"17-057","VDW",2,60,58
"1581","2011 Cyclone Yasi",-17.58052826,146.57826233,"17-057","VDW",2,60,58
"1582","2011 Cyclone Yasi",-17.58052826,146.57826233,"17-057","VDW",2,60,58
"1583","2011 Cyclone Yasi",-17.58052826,146.57826233,"17-057","VDW",2,60,58
"1584","2011 Cyclone Yasi",-17.58052826,146.57826233,"17-057","VDW",2,60,58
"1585","2011 Cyclone Yasi",-17.58052826,146.57826233,"17-057","VDW",2,75,58
"1586","2011 Cyclone Yasi",-17.58052826,146.57826233,"17-057","VDW",4,200,175
"1587","2011 Cyclone Yasi",-17.58052826,146.57826233,"17-057","VDW",4,200,175
"1588","2011 Cyclone Yasi",-17.58052826,146.57826233,"17-057","VDW",4,200,175
"1589","2011 Cyclone Yasi",-17.58052826,146.57826233,"17-057","VDW",4,200,175
"1590","2011 Cyclone Yasi",-17.58052826,146.57826233,"17-057","VDW",4,200,175
"1591","2011 Cyclone Yasi",-17.58052826,146.57826233,"17-057","VDW",5,400,350
"1592","2011 Cyclone Yasi",-17.58052826,146.57826233,"17-057","VDW",5,400,350
"1593","2011 Cyclone Yasi",-17.66964531,146.71542358,"17-058","VDW",0,0,0
"1594","2011 Cyclone Yasi",-17.66964531,146.71542358,"17-058","VDW",1,20,20
"1595","2011 Cyclone Yasi",-17.66964531,146.71542358,"17-058","VDW",1,20,20
"1596","2011 Cyclone Yasi",-17.66964531,146.71542358,"17-058","VDW",2,60,58
"1597","2011 Cyclone Yasi",-17.66964531,146.71542358,"17-058","VDW",2,60,58
"1598","2011 Cyclone Yasi",-17.66964531,146.71542358,"17-058","VDW",3,100,100
"1599","2011 Cyclone Yasi",-17.66964531,146.71542358,"17-058","VDW",3,100,100
"1600","2011 Cyclone Yasi",-17.66964531,146.71542358,"17-058","VDW",4,150,175
"1601","2011 Cyclone Yasi",-17.66964531,146.71542358,"17-058","VDW",4,200,175
"1602","2011 Cyclone Yasi",-17.66964531,146.71542358,"17-058","VDW",4,200,175
"1603","2011 Cyclone Yasi",-17.66964531,146.71542358,"17-058","VDW",5,300,350
"1604","2011 Cyclone Yasi",-17.66964531,146.71542358,"17-058","VDW",5,400,350
"1605","2011 Cyclone Yasi",-17.66964531,146.71542358,"17-058","VDW",0,0,0
"1606","2011 Cyclone Yasi",-17.66964531,146.71542358,"17-058","VDW",0,0,0
"1607","2011 Cyclone Yasi",-17.66964531,146.71542358,"17-058","VDW",0,0,0
"1608","2011 Cyclone Yasi",-17.66964531,146.71542358,"17-058","VDW",4,200,175
"1609","2011 Cyclone Yasi",-17.72225189,146.39360046,"17-044","VDW",0,0,0
"1610","2011 Cyclone Yasi",-17.72225189,146.39360046,"17-044","VDW",0,0,0
"1611","2011 Cyclone Yasi",-17.72225189,146.39360046,"17-044","VDW",0,0,0
"1612","2011 Cyclone Yasi",-17.72225189,146.39360046,"17-044","VDW",1,10,20
"1613","2011 Cyclone Yasi",-17.72225189,146.39360046,"17-044","VDW",1,20,20
"1614","2011 Cyclone Yasi",-17.72225189,146.39360046,"17-044","VDW",1,20,20
"1615","2011 Cyclone Yasi",-17.72225189,146.39360046,"17-044","VDW",2,40,58
"1616","2011 Cyclone Yasi",-17.72225189,146.39360046,"17-044","VDW",2,40,58
"1617","2011 Cyclone Yasi",-17.72225189,146.39360046,"17-044","VDW",2,40,58
"1618","2011 Cyclone Yasi",-17.72225189,146.39360046,"17-044","VDW",2,60,58
"1619","2011 Cyclone Yasi",-17.72225189,146.39360046,"17-044","VDW",2,60,58
"1620","2011 Cyclone Yasi",-17.72225189,146.39360046,"17-044","VDW",3,100,100
"1621","2011 Cyclone Yasi",-17.72225189,146.39360046,"17-044","VDW",3,100,100
"1622","2011 Cyclone Yasi",-17.72225189,146.39360046,"17-044","VDW",3,120,100
"1623","2011 Cyclone Yasi",-17.72225189,146.39360046,"17-044","VDW",4,150,175
"1624","2011 Cyclone Yasi",-17.72225189,146.39360046,"17-044","VDW",4,200,175
"1625","2011 Cyclone Yasi",-17.72225189,146.39360046,"17-044","VDW",4,200,175
"1626","2011 Cyclone Yasi",-17.72225189,146.39360046,"17-044","VDW",5,300,350
"1627","2011 Cyclone Yasi",-17.72225189,146.39360046,"17-044","VDW",5,400,350
"1628","2011 Cyclone Yasi",-17.77425957,146.43510437,"17-047","VDW",1,10,20
"1629","2011 Cyclone Yasi",-17.77425957,146.43510437,"17-047","VDW",1,20,20
"1630","2011 Cyclone Yasi",-17.77425957,146.43510437,"17-047","VDW",1,20,20
"1631","2011 Cyclone Yasi",-17.77425957,146.43510437,"17-047","VDW",2,40,58
"1632","2011 Cyclone Yasi",-17.77425957,146.43510437,"17-047","VDW",2,40,58
"1633","2011 Cyclone Yasi",-17.77425957,146.43510437,"17-047","VDW",2,40,58
"1634","2011 Cyclone Yasi",-17.77425957,146.43510437,"17-047","VDW",2,40,58
"1635","2011 Cyclone Yasi",-17.77425957,146.43510437,"17-047","VDW",2,60,58
"1636","2011 Cyclone Yasi",-17.77425957,146.43510437,"17-047","VDW",2,60,58
"1637","2011 Cyclone Yasi",-17.77425957,146.43510437,"17-047","VDW",2,60,58
"1638","2011 Cyclone Yasi",-17.77425957,146.43510437,"17-047","VDW",3,120,100
"1639","2011 Cyclone Yasi",-17.77425957,146.43510437,"17-047","VDW",3,120,100
"1640","2011 Cyclone Yasi",-17.77425957,146.43510437,"17-047","VDW",3,120,100
"1641","2011 Cyclone Yasi",-17.77425957,146.43510437,"17-047","VDW",3,120,100
"1642","2011 Cyclone Yasi",-17.77425957,146.43510437,"17-047","VDW",3,120,100
"1643","2011 Cyclone Yasi",-17.77425957,146.43510437,"17-047","VDW",3,120,100
"1644","2011 Cyclone Yasi",-17.77425957,146.43510437,"17-047","VDW",4,150,175
"1645","2011 Cyclone Yasi",-17.77425957,146.43510437,"17-047","VDW",4,200,175
"1646","2011 Cyclone Yasi",-17.77425957,146.43510437,"17-047","VDW",4,200,175
"1647","2011 Cyclone Yasi",-17.77425957,146.43510437,"17-047","VDW",5,400,350
"1648","2011 Cyclone Yasi",-17.79090881,146.51689148,"17-063a","VDW",0,0,0
"1649","2011 Cyclone Yasi",-17.79090881,146.51689148,"17-063a","VDW",0,0,0
"1650","2011 Cyclone Yasi",-17.79090881,146.51689148,"17-063a","VDW",1,20,20
"1651","2011 Cyclone Yasi",-17.79090881,146.51689148,"17-063a","VDW",1,20,20
"1652","2011 Cyclone Yasi",-17.79090881,146.51689148,"17-063a","VDW",1,20,20
"1653","2011 Cyclone Yasi",-17.79090881,146.51689148,"17-063a","VDW",1,20,20
"1654","2011 Cyclone Yasi",-17.79090881,146.51689148,"17-063a","VDW",1,20,20
"1655","2011 Cyclone Yasi",-17.79090881,146.51689148,"17-063a","VDW",1,20,20
"1656","2011 Cyclone Yasi",-17.79090881,146.51689148,"17-063a","VDW",1,20,20
"1657","2011 Cyclone Yasi",-17.79090881,146.51689148,"17-063a","VDW",2,60,58
"1658","2011 Cyclone Yasi",-17.79090881,146.51689148,"17-063a","VDW",2,75,58
"1659","2011 Cyclone Yasi",-17.79090881,146.51689148,"17-063a","VDW",3,100,100
"1660","2011 Cyclone Yasi",-17.79090881,146.51689148,"17-063a","VDW",4,150,175
"1661","2011 Cyclone Yasi",-17.79090881,146.51689148,"17-063a","VDW",4,150,175
"1662","2011 Cyclone Yasi",-17.79090881,146.51689148,"17-063a","VDW",5,300,350
"1663","2011 Cyclone Yasi",-17.79090881,146.51689148,"17-063a","VDW",5,400,350
"1664","2011 Cyclone Yasi",-17.83285522,146.54951477,"17-064","VDW",1,20,20
"1665","2011 Cyclone Yasi",-17.83285522,146.54951477,"17-064","VDW",1,30,20
"1666","2011 Cyclone Yasi",-17.83285522,146.54951477,"17-064","VDW",2,50,58
"1667","2011 Cyclone Yasi",-17.83285522,146.54951477,"17-064","VDW",2,60,58
"1668","2011 Cyclone Yasi",-17.83285522,146.54951477,"17-064","VDW",2,60,58
"1669","2011 Cyclone Yasi",-17.83285522,146.54951477,"17-064","VDW",3,100,100
"1670","2011 Cyclone Yasi",-17.83285522,146.54951477,"17-064","VDW",3,120,100
"1671","2011 Cyclone Yasi",-17.83285522,146.54951477,"17-064","VDW",3,120,100
"1672","2011 Cyclone Yasi",-17.83285522,146.54951477,"17-064","VDW",4,150,175
"1673","2011 Cyclone Yasi",-17.83285522,146.54951477,"17-064","VDW",4,200,175
"1674","2011 Cyclone Yasi",-17.83285522,146.54951477,"17-064","VDW",4,200,175
"1675","2011 Cyclone Yasi",-17.83285522,146.54951477,"17-064","VDW",4,200,175
"1676","2011 Cyclone Yasi",-17.83285522,146.54951477,"17-064","VDW",5,300,350
"1677","2011 Cyclone Yasi",-17.83285522,146.54951477,"17-064","VDW",5,400,350
"1678","2011 Cyclone Yasi",-17.83285522,146.54951477,"17-064","VDW",5,400,350
"1679","2011 Cyclone Yasi",-17.83285522,146.54951477,"17-064","VDW",5,400,350
"1680","2011 Cyclone Yasi",-17.83285522,146.54951477,"17-064","VDW",5,400,350
"1681","2011 Cyclone Yasi",-17.83285522,146.54951477,"17-064","VDW",5,400,350
"1682","2011 Cyclone Yasi",-17.84960938,146.4835968,"17-051","VDW",0,0,0
"1683","2011 Cyclone Yasi",-17.84960938,146.4835968,"17-051","VDW",1,10,20
"1684","2011 Cyclone Yasi",-17.84960938,146.4835968,"17-051","VDW",1,20,20
"1685","2011 Cyclone Yasi",-17.84960938,146.4835968,"17-051","VDW",1,20,20
"1686","2011 Cyclone Yasi",-17.84960938,146.4835968,"17-051","VDW",1,20,20
"1687","2011 Cyclone Yasi",-17.84960938,146.4835968,"17-051","VDW",2,60,58
"1688","2011 Cyclone Yasi",-17.84960938,146.4835968,"17-051","VDW",2,60,58
"1689","2011 Cyclone Yasi",-17.84960938,146.4835968,"17-051","VDW",2,60,58
"1690","2011 Cyclone Yasi",-17.84960938,146.4835968,"17-051","VDW",2,60,58
"1691","2011 Cyclone Yasi",-17.84960938,146.4835968,"17-051","VDW",3,100,100
"1692","2011 Cyclone Yasi",-17.84960938,146.4835968,"17-051","VDW",3,120,100
"1693","2011 Cyclone Yasi",-17.84960938,146.4835968,"17-051","VDW",3,120,100
"1694","2011 Cyclone Yasi",-17.84960938,146.4835968,"17-051","VDW",3,120,100
"1695","2011 Cyclone Yasi",-17.84960938,146.4835968,"17-051","VDW",4,150,175
"1696","2011 Cyclone Yasi",-17.84960938,146.4835968,"17-051","VDW",4,150,175
"1697","2011 Cyclone Yasi",-17.84960938,146.4835968,"17-051","VDW",5,300,350
"1698","2011 Cyclone Yasi",-17.84960938,146.4835968,"17-051","VDW",5,400,350
"1699","2011 Cyclone Yasi",-17.87638283,146.72706604,"17-065","VDW",0,0,0
"1700","2011 Cyclone Yasi",-17.87638283,146.72706604,"17-065","VDW",0,0,0
"1701","2011 Cyclone Yasi",-17.87638283,146.72706604,"17-065","VDW",2,60,58
"1702","2011 Cyclone Yasi",-17.87638283,146.72706604,"17-065","VDW",2,60,58
"1703","2011 Cyclone Yasi",-17.87638283,146.72706604,"17-065","VDW",4,200,175
"1704","2011 Cyclone Yasi",-17.87638283,146.72706604,"17-065","VDW",4,200,175
"1705","2011 Cyclone Yasi",-17.87638283,146.72706604,"17-065","VDW",4,200,175
"1706","2011 Cyclone Yasi",-17.87638283,146.72706604,"17-065","VDW",5,400,350
"1707","2011 Cyclone Yasi",-17.94563866,146.79472351,"17-068","VDW",1,20,20
"1708","2011 Cyclone Yasi",-17.94563866,146.79472351,"17-068","VDW",2,60,58
"1709","2011 Cyclone Yasi",-17.94563866,146.79472351,"17-068","VDW",3,120,100
"1710","2011 Cyclone Yasi",-17.94563866,146.79472351,"17-068","VDW",5,400,350
"1711","2011 Cyclone Yasi",-17.95157051,146.15113831,"17-053","VDW",2,40,58
"1712","2011 Cyclone Yasi",-17.99490929,146.76863098,"17-069","VDW",2,60,58
"1713","2011 Cyclone Yasi",-17.99490929,146.76863098,"17-069","VDW",3,100,100
"1714","2011 Cyclone Yasi",-17.99490929,146.76863098,"17-069","VDW",4,200,175
"1715","2011 Cyclone Yasi",-17.99490929,146.76863098,"17-069","VDW",4,200,175
"1716","2011 Cyclone Yasi",-17.99490929,146.76863098,"17-069","VDW",4,200,175
"1717","2011 Cyclone Yasi",-17.99490929,146.76863098,"17-069","VDW",5,300,350
"1718","2011 Cyclone Yasi",-17.99490929,146.76863098,"17-069","VDW",5,400,350
"1719","2011 Cyclone Yasi",-17.99490929,146.76863098,"17-069","VDW",5,400,350
"1720","2011 Cyclone Yasi",-18.05222702,146.55886841,"18-018","VDW",0,0,0
"1721","2011 Cyclone Yasi",-18.05222702,146.55886841,"18-018","VDW",1,20,20
"1722","2011 Cyclone Yasi",-18.05222702,146.55886841,"18-018","VDW",1,30,20
"1723","2011 Cyclone Yasi",-18.05222702,146.55886841,"18-018","VDW",1,30,20
"1724","2011 Cyclone Yasi",-18.05222702,146.55886841,"18-018","VDW",2,40,58
"1725","2011 Cyclone Yasi",-18.05222702,146.55886841,"18-018","VDW",2,60,58
"1726","2011 Cyclone Yasi",-18.05222702,146.55886841,"18-018","VDW",3,100,100
"1727","2011 Cyclone Yasi",-18.05222702,146.55886841,"18-018","VDW",3,100,100
"1728","2011 Cyclone Yasi",-18.05222702,146.55886841,"18-018","VDW",3,100,100
"1729","2011 Cyclone Yasi",-18.05222702,146.55886841,"18-018","VDW",3,100,100
"1730","2011 Cyclone Yasi",-18.05222702,146.55886841,"18-018","VDW",3,120,100
"1731","2011 Cyclone Yasi",-18.05222702,146.55886841,"18-018","VDW",3,120,100
"1732","2011 Cyclone Yasi",-18.05222702,146.55886841,"18-018","VDW",3,120,100
"1733","2011 Cyclone Yasi",-18.05222702,146.55886841,"18-018","VDW",4,200,175
"1734","2011 Cyclone Yasi",-18.05222702,146.55886841,"18-018","VDW",4,200,175
"1735","2011 Cyclone Yasi",-18.05222702,146.55886841,"18-018","VDW",4,200,175
"1736","2011 Cyclone Yasi",-18.05222702,146.55886841,"18-018","VDW",5,300,350
"1737","2011 Cyclone Yasi",-18.05222702,146.55886841,"18-018","VDW",5,300,350
"1738","2011 Cyclone Yasi",-18.06010437,146.85308838,"18-019","VDW",1,20,20
"1739","2011 Cyclone Yasi",-18.06010437,146.85308838,"18-019","VDW",1,20,20
"1740","2011 Cyclone Yasi",-18.06010437,146.85308838,"18-019","VDW",1,30,20
"1741","2011 Cyclone Yasi",-18.06010437,146.85308838,"18-019","VDW",2,50,58
"1742","2011 Cyclone Yasi",-18.06010437,146.85308838,"18-019","VDW",2,50,58
"1743","2011 Cyclone Yasi",-18.06010437,146.85308838,"18-019","VDW",2,50,58
"1744","2011 Cyclone Yasi",-18.06010437,146.85308838,"18-019","VDW",2,60,58
"1745","2011 Cyclone Yasi",-18.06010437,146.85308838,"18-019","VDW",2,60,58
"1746","2011 Cyclone Yasi",-18.06010437,146.85308838,"18-019","VDW",2,60,58
"1747","2011 Cyclone Yasi",-18.06010437,146.85308838,"18-019","VDW",2,60,58
"1748","2011 Cyclone Yasi",-18.06010437,146.85308838,"18-019","VDW",2,60,58
"1749","2011 Cyclone Yasi",-18.06010437,146.85308838,"18-019","VDW",2,60,58
"1750","2011 Cyclone Yasi",-18.06010437,146.85308838,"18-019","VDW",3,120,100
"1751","2011 Cyclone Yasi",-18.06010437,146.85308838,"18-019","VDW",4,150,175
"1752","2011 Cyclone Yasi",-18.06010437,146.85308838,"18-019","VDW",5,300,350
"1753","2011 Cyclone Yasi",-18.06010437,146.85308838,"18-019","VDW",5,400,350
"1754","2011 Cyclone Yasi",-18.06010437,146.85308838,"18-019","VDW",5,400,350
"1755","2011 Cyclone Yasi",-18.06010437,146.85308838,"18-019","VDW",5,400,350
"1756","2011 Cyclone Yasi",-18.13350868,146.96673584,"18-023","VDW",1,20,20
"1757","2011 Cyclone Yasi",-18.13350868,146.96673584,"18-023","VDW",0,0,0
"1758","2011 Cyclone Yasi",-18.13350868,146.96673584,"18-023","VDW",1,20,20
"1759","2011 Cyclone Yasi",-18.13350868,146.96673584,"18-023","VDW",1,20,20
"1760","2011 Cyclone Yasi",-18.13350868,146.96673584,"18-023","VDW",2,40,58
"1761","2011 Cyclone Yasi",-18.13350868,146.96673584,"18-023","VDW",2,40,58
"1762","2011 Cyclone Yasi",-18.13350868,146.96673584,"18-023","VDW",5,400,350
"1763","2011 Cyclone Yasi",-18.13350868,146.96673584,"18-023","VDW",5,400,350
"1764","2011 Cyclone Yasi",-18.13350868,146.96673584,"18-023","VDW",5,400,350
"1765","2011 Cyclone Yasi",-18.13350868,146.96673584,"18-023","VDW",5,400,350
"1766","2011 Cyclone Yasi",-18.13350868,146.96673584,"18-023","VDW",5,400,350
"1767","2011 Cyclone Yasi",-18.13350868,146.96673584,"18-023","VDW",5,400,350
"1768","2011 Cyclone Yasi",-18.13350868,146.96673584,"18-023","VDW",5,400,350
"1769","2011 Cyclone Yasi",-18.13350868,146.96673584,"18-023","VDW",5,400,350
"1770","2011 Cyclone Yasi",-18.13350868,146.96673584,"18-023","VDW",5,400,350
"1771","2011 Cyclone Yasi",-18.14867592,146.29048157,"18-008","VDW",1,20,20
"1772","2011 Cyclone Yasi",-18.14867592,146.29048157,"18-008","VDW",2,40,58
"1773","2011 Cyclone Yasi",-18.14867592,146.29048157,"18-008","VDW",0,0,0
"1774","2011 Cyclone Yasi",-18.14867592,146.29048157,"18-008","VDW",0,0,0
"1775","2011 Cyclone Yasi",-18.14867592,146.29048157,"18-008","VDW",0,0,0
"1776","2011 Cyclone Yasi",-18.14867592,146.29048157,"18-008","VDW",0,0,0
"1777","2011 Cyclone Yasi",-18.14867592,146.29048157,"18-008","VDW",1,10,20
"1778","2011 Cyclone Yasi",-18.14867592,146.29048157,"18-008","VDW",0,0,0
"1779","2011 Cyclone Yasi",-18.14867592,146.29048157,"18-008","VDW",0,0,0
"1780","2011 Cyclone Yasi",-18.14867592,146.29048157,"18-008","VDW",0,0,0
"1781","2011 Cyclone Yasi",-18.14867592,146.29048157,"18-008","VDW",0,0,0
"1782","2011 Cyclone Yasi",-18.14867592,146.29048157,"18-008","VDW",0,0,0
"1783","2011 Cyclone Yasi",-18.14867592,146.29048157,"18-008","VDW",0,0,0
"1784","2011 Cyclone Yasi",-18.14867592,146.29048157,"18-008","VDW",0,0,0
"1785","2011 Cyclone Yasi",-18.14867592,146.29048157,"18-008","VDW",0,0,0
"1786","2011 Cyclone Yasi",-18.14867592,146.29048157,"18-008","VDW",0,0,0
"1787","2011 Cyclone Yasi",-18.14867592,146.29048157,"18-008","VDW",0,0,0
"1788","2011 Cyclone Yasi",-18.14867592,146.29048157,"18-008","VDW",1,10,20
"1789","2011 Cyclone Yasi",-18.14867592,146.29048157,"18-008","VDW",3,120,100
"1790","2011 Cyclone Yasi",-18.14867592,146.29048157,"18-008","VDW",3,120,100
"1791","2011 Cyclone Yasi",-18.14867592,146.29048157,"18-008","VDW",5,400,350
"1792","2011 Cyclone Yasi",-18.14867592,146.29048157,"18-008","VDW",5,400,350
"1793","2011 Cyclone Yasi",-18.14867592,146.29048157,"18-008","VDW",5,400,350
"1794","2011 Cyclone Yasi",-18.14867592,146.29048157,"18-008","VDW",5,400,350
"1795","2011 Cyclone Yasi",-18.22864151,146.72647095,"18-024","VDW",1,20,20
"1796","2011 Cyclone Yasi",-18.22864151,146.72647095,"18-024","VDW",2,40,58
"1797","2011 Cyclone Yasi",-18.22864151,146.72647095,"18-024","VDW",2,60,58
"1798","2011 Cyclone Yasi",-18.22864151,146.72647095,"18-024","VDW",2,60,58
"1799","2011 Cyclone Yasi",-18.22864151,146.72647095,"18-024","VDW",2,60,58
"1800","2011 Cyclone Yasi",-18.22864151,146.72647095,"18-024","VDW",2,60,58
"1801","2011 Cyclone Yasi",-18.22864151,146.72647095,"18-024","VDW",3,100,100
"1802","2011 Cyclone Yasi",-18.22864151,146.72647095,"18-024","VDW",3,100,100
"1803","2011 Cyclone Yasi",-18.22864151,146.72647095,"18-024","VDW",4,150,175
"1804","2011 Cyclone Yasi",-18.22864151,146.72647095,"18-024","VDW",4,200,175
"1805","2011 Cyclone Yasi",-18.22864151,146.72647095,"18-024","VDW",5,400,350
"1806","2011 Cyclone Yasi",-18.22864151,146.72647095,"18-024","VDW",5,400,350
"1807","2011 Cyclone Yasi",-18.22864151,146.72647095,"18-024","VDW",5,400,350
"1808","2011 Cyclone Yasi",-18.26569939,147.38424683,"18-034","DW",0,0,0
"1809","2011 Cyclone Yasi",-18.26569939,147.38424683,"18-034","DW",0,0,0
"1810","2011 Cyclone Yasi",-18.26569939,147.38424683,"18-034","DW",0,0,0
"1811","2011 Cyclone Yasi",-18.26569939,147.38424683,"18-034","DW",0,0,0
"1812","2011 Cyclone Yasi",-18.26569939,147.38424683,"18-034","DW",0,0,0
"1813","2011 Cyclone Yasi",-18.26569939,147.38424683,"18-034","DW",2,40,58
"1814","2011 Cyclone Yasi",-18.26569939,147.38424683,"18-034","DW",2,60,58
"1815","2011 Cyclone Yasi",-18.26569939,147.38424683,"18-034","DW",5,300,350
"1816","2011 Cyclone Yasi",-18.26569939,147.38424683,"18-034","DW",5,300,350
"1817","2011 Cyclone Yasi",-18.26569939,147.38424683,"18-034","DW",5,400,350
"1818","2011 Cyclone Yasi",-18.26569939,147.38424683,"18-034","DW",5,400,350
"1819","2011 Cyclone Yasi",-18.26569939,147.38424683,"18-034","DW",5,400,350
"1820","2011 Cyclone Yasi",-18.26569939,147.38424683,"18-034","DW",5,400,350
"1821","2011 Cyclone Yasi",-18.26569939,147.38424683,"18-034","DW",5,400,350
"1822","2011 Cyclone Yasi",-18.26569939,147.38424683,"18-034","DW",0,0,0
"1823","2011 Cyclone Yasi",-18.26569939,147.38424683,"18-034","DW",0,0,0
"1824","2011 Cyclone Yasi",-18.26569939,147.38424683,"18-034","DW",0,0,0
"1825","2011 Cyclone Yasi",-18.26569939,147.38424683,"18-034","DW",0,0,0
"1826","2011 Cyclone Yasi",-18.26569939,147.38424683,"18-034","DW",3,120,100
"1827","2011 Cyclone Yasi",-18.4081955,146.7061615,"18-029","VDW",1,10,20
"1828","2011 Cyclone Yasi",-18.4081955,146.7061615,"18-029","VDW",1,20,20
"1829","2011 Cyclone Yasi",-18.4081955,146.7061615,"18-029","VDW",1,30,20
"1830","2011 Cyclone Yasi",-18.4081955,146.7061615,"18-029","VDW",1,30,20
"1831","2011 Cyclone Yasi",-18.4081955,146.7061615,"18-029","VDW",2,40,58
"1832","2011 Cyclone Yasi",-18.4081955,146.7061615,"18-029","VDW",2,40,58
