FID,PIXEL_ID,LONG,LAT,REEF_ID,REEF_NAME,Hs4MW_1985,Hs4MW_1986,Hs4MW_1987,Hs4MW_1988,Hs4MW_1989,Hs4MW_1990,Hs4MW_1991,Hs4MW_1992,Hs4MW_1993,Hs4MW_1994,Hs4MW_1995,Hs4MW_1996,Hs4MW_1997,Hs4MW_1998,Hs4MW_1999,Hs4MW_2000,Hs4MW_2001,Hs4MW_2002,Hs4MW_2003,Hs4MW_2004,Hs4MW_2005,Hs4MW_2006,Hs4MW_2007,Hs4MW_2008,Hs4MW_2009,Hs4MW_2010,Hs4MW_2011,Hs4MW_2012,Hs4MW_2013,Hs4MW_2014,Hs4MW_2015,Hs4MW_2016,Hs4MW_2017
0,1,143.24,-12.00,11-195,South Reef (11-195),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1,2,143.37,-12.00,12-003a,Mason Reef (12-003a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,3,143.43,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,4,143.44,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,5,143.45,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,6,143.46,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,7,143.47,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,8,143.48,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,9,143.49,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9,10,143.50,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10,11,143.51,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,12,143.52,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,13,143.53,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,14,143.54,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
14,15,143.55,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
15,16,143.56,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
16,17,143.57,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
17,18,143.58,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
18,19,143.59,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
19,20,143.60,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
20,21,143.61,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
21,22,143.62,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
22,23,143.63,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
23,24,143.64,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
24,25,143.65,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
25,26,143.66,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
26,27,143.67,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
27,28,143.68,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
28,29,143.69,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
29,30,143.70,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
30,31,143.71,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
31,32,143.72,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
32,33,143.73,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
33,34,143.74,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
34,35,143.75,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
35,36,143.76,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
36,37,143.77,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
37,38,143.78,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
38,39,143.79,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
39,40,143.80,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
40,41,143.81,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
41,42,143.82,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
42,43,143.83,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
43,44,143.84,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
44,45,143.85,-12.00,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
45,46,143.92,-12.00,12-031,U/N Reef (12-031),0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
46,47,143.35,-12.01,12-003a,Mason Reef (12-003a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,48,143.36,-12.01,12-003a,Mason Reef (12-003a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,49,143.37,-12.01,12-003a,Mason Reef (12-003a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,50,143.38,-12.01,12-003a,Mason Reef (12-003a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,51,143.46,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,52,143.47,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,53,143.48,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,54,143.49,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,55,143.50,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,56,143.51,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,57,143.52,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57,58,143.53,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58,59,143.54,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
59,60,143.55,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60,61,143.56,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61,62,143.57,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
62,63,143.58,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
63,64,143.59,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
64,65,143.60,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
65,66,143.61,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
66,67,143.62,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
67,68,143.63,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
68,69,143.64,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
69,70,143.65,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
70,71,143.66,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
71,72,143.67,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
72,73,143.68,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
73,74,143.69,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
74,75,143.70,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
75,76,143.71,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
76,77,143.72,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
77,78,143.73,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
78,79,143.74,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
79,80,143.75,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
80,81,143.76,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
81,82,143.77,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
82,83,143.78,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
83,84,143.79,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
84,85,143.80,-12.01,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
85,86,143.93,-12.01,12-031,U/N Reef (12-031),0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
86,87,143.30,-12.02,12-001,Haggerston Reef (12-001),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,88,143.35,-12.02,12-003a,Mason Reef (12-003a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,89,143.36,-12.02,12-003a,Mason Reef (12-003a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,90,143.37,-12.02,12-003a,Mason Reef (12-003a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,91,143.38,-12.02,12-003a,Mason Reef (12-003a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,92,143.39,-12.02,12-003a,Mason Reef (12-003a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,93,143.40,-12.02,12-003a,Mason Reef (12-003a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,94,143.41,-12.02,12-003a,Mason Reef (12-003a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,95,143.42,-12.02,12-003a,Mason Reef (12-003a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,96,143.43,-12.02,12-003a,Mason Reef (12-003a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,97,143.48,-12.02,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,98,143.49,-12.02,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,99,143.50,-12.02,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,100,143.51,-12.02,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,101,143.52,-12.02,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
101,102,143.53,-12.02,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
102,103,143.54,-12.02,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
103,104,143.55,-12.02,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104,105,143.56,-12.02,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
105,106,143.57,-12.02,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
106,107,143.58,-12.02,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
107,108,143.59,-12.02,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
108,109,143.60,-12.02,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
109,110,143.61,-12.02,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
110,111,143.62,-12.02,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
111,112,143.63,-12.02,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
112,113,143.64,-12.02,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
113,114,143.65,-12.02,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
114,115,143.66,-12.02,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
115,116,143.67,-12.02,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
116,117,143.68,-12.02,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
117,118,143.69,-12.02,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
118,119,143.70,-12.02,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
119,120,143.71,-12.02,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
120,121,143.72,-12.02,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
121,122,143.73,-12.02,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
122,123,143.74,-12.02,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
123,124,143.75,-12.02,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
124,125,143.76,-12.02,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
125,126,143.77,-12.02,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
126,127,143.78,-12.02,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
127,128,143.79,-12.02,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
128,129,143.96,-12.02,12-032,U/N Reef (12-032),0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
129,130,143.30,-12.03,12-001,Haggerston Reef (12-001),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,131,143.35,-12.03,12-003a,Mason Reef (12-003a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,132,143.36,-12.03,12-003a,Mason Reef (12-003a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,133,143.37,-12.03,12-003a,Mason Reef (12-003a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,134,143.38,-12.03,12-003a,Mason Reef (12-003a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,135,143.39,-12.03,12-003a,Mason Reef (12-003a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,136,143.40,-12.03,12-003a,Mason Reef (12-003a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,137,143.41,-12.03,12-003a,Mason Reef (12-003a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,138,143.42,-12.03,12-003a,Mason Reef (12-003a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,139,143.43,-12.03,12-003a,Mason Reef (12-003a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,140,143.44,-12.03,12-003a,Mason Reef (12-003a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,141,143.45,-12.03,12-003a,Mason Reef (12-003a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,142,143.46,-12.03,12-003a,Mason Reef (12-003a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,143,143.51,-12.03,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,144,143.52,-12.03,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
