FID,PIXEL_ID,LONG,LAT,REEF_ID,REEF_NAME,Hs4MW_1985,Hs4MW_1986,Hs4MW_1987,Hs4MW_1988,Hs4MW_1989,Hs4MW_1990,Hs4MW_1991,Hs4MW_1992,Hs4MW_1993,Hs4MW_1994,Hs4MW_1995,Hs4MW_1996,Hs4MW_1997,Hs4MW_1998,Hs4MW_1999,Hs4MW_2000,Hs4MW_2001,Hs4MW_2002,Hs4MW_2003,Hs4MW_2004,Hs4MW_2005,Hs4MW_2006,Hs4MW_2007,Hs4MW_2008,Hs4MW_2009,Hs4MW_2010,Hs4MW_2011,Hs4MW_2012,Hs4MW_2013,Hs4MW_2014,Hs4MW_2015,Hs4MW_2016,Hs4MW_2017
975,976,143.93,-12.26,12-056,Mantis Reef (12-056),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
976,977,143.94,-12.26,12-056,Mantis Reef (12-056),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
977,978,143.30,-12.27,12-014,Hazel Reef (12-014),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
978,979,143.33,-12.27,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
979,980,143.34,-12.27,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
980,981,143.35,-12.27,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
981,982,143.36,-12.27,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
982,983,143.37,-12.27,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
983,984,143.38,-12.27,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
984,985,143.39,-12.27,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
985,986,143.40,-12.27,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
986,987,143.41,-12.27,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
987,988,143.42,-12.27,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
988,989,143.43,-12.27,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
989,990,143.44,-12.27,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
990,991,143.45,-12.27,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
991,992,143.46,-12.27,12-016c,U/N Reef (12-016c),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
992,993,143.47,-12.27,12-016c,U/N Reef (12-016c),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
993,994,143.48,-12.27,12-016c,U/N Reef (12-016c),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
994,995,143.49,-12.27,12-016c,U/N Reef (12-016c),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
995,996,143.50,-12.27,12-016c,U/N Reef (12-016c),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
996,997,143.51,-12.27,12-016c,U/N Reef (12-016c),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
997,998,143.52,-12.27,12-016c,U/N Reef (12-016c),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
998,999,143.53,-12.27,12-016c,U/N Reef (12-016c),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
999,1000,143.54,-12.27,12-016c,U/N Reef (12-016c),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1000,1001,143.67,-12.27,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1001,1002,143.68,-12.27,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1002,1003,143.69,-12.27,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1003,1004,143.70,-12.27,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1004,1005,143.71,-12.27,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1005,1006,143.72,-12.27,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1006,1007,143.73,-12.27,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1007,1008,143.74,-12.27,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1008,1009,143.75,-12.27,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1009,1010,143.76,-12.27,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1010,1011,143.77,-12.27,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1011,1012,143.78,-12.27,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1012,1013,143.79,-12.27,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1013,1014,143.80,-12.27,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1014,1015,143.81,-12.27,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1015,1016,143.82,-12.27,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1016,1017,143.93,-12.27,12-056,Mantis Reef (12-056),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
1017,1018,143.33,-12.28,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1018,1019,143.34,-12.28,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1019,1020,143.35,-12.28,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1020,1021,143.36,-12.28,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1021,1022,143.37,-12.28,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1022,1023,143.38,-12.28,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1023,1024,143.39,-12.28,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1024,1025,143.40,-12.28,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1025,1026,143.41,-12.28,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1026,1027,143.42,-12.28,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1027,1028,143.43,-12.28,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1028,1029,143.44,-12.28,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1029,1030,143.45,-12.28,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1030,1031,143.46,-12.28,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1031,1032,143.47,-12.28,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1032,1033,143.48,-12.28,12-016c,U/N Reef (12-016c),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1033,1034,143.49,-12.28,12-016c,U/N Reef (12-016c),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1034,1035,143.64,-12.28,12-057,U/N Reef (12-057),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1035,1036,143.68,-12.28,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1036,1037,143.69,-12.28,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1037,1038,143.70,-12.28,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1038,1039,143.71,-12.28,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1039,1040,143.72,-12.28,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1040,1041,143.73,-12.28,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1041,1042,143.74,-12.28,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1042,1043,143.75,-12.28,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1043,1044,143.76,-12.28,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1044,1045,143.77,-12.28,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1045,1046,143.78,-12.28,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1046,1047,143.79,-12.28,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1047,1048,143.80,-12.28,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1048,1049,143.81,-12.28,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1049,1050,143.82,-12.28,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1050,1051,143.83,-12.28,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1051,1052,143.91,-12.28,12-056,Mantis Reef (12-056),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
1052,1053,143.92,-12.28,12-056,Mantis Reef (12-056),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
1053,1054,143.34,-12.29,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1054,1055,143.35,-12.29,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1055,1056,143.36,-12.29,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1056,1057,143.37,-12.29,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1057,1058,143.38,-12.29,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1058,1059,143.39,-12.29,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1059,1060,143.42,-12.29,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1060,1061,143.43,-12.29,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1061,1062,143.44,-12.29,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1062,1063,143.45,-12.29,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1063,1064,143.46,-12.29,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1064,1065,143.47,-12.29,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1065,1066,143.48,-12.29,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1066,1067,143.53,-12.29,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1067,1068,143.54,-12.29,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1068,1069,143.64,-12.29,12-057,U/N Reef (12-057),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1069,1070,143.68,-12.29,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1070,1071,143.69,-12.29,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1071,1072,143.70,-12.29,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1072,1073,143.71,-12.29,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1073,1074,143.72,-12.29,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1074,1075,143.73,-12.29,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1075,1076,143.74,-12.29,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1076,1077,143.75,-12.29,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1077,1078,143.76,-12.29,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1078,1079,143.77,-12.29,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1079,1080,143.78,-12.29,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1080,1081,143.79,-12.29,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1081,1082,143.80,-12.29,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1082,1083,143.81,-12.29,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1083,1084,143.82,-12.29,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1084,1085,143.83,-12.29,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1085,1086,143.90,-12.29,12-056,Mantis Reef (12-056),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
1086,1087,143.34,-12.30,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1087,1088,143.35,-12.30,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1088,1089,143.36,-12.30,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1089,1090,143.37,-12.30,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1090,1091,143.38,-12.30,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1091,1092,143.39,-12.30,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1092,1093,143.40,-12.30,12-016b,Forbes Islands Reef (12-016b),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1093,1094,143.41,-12.30,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1094,1095,143.42,-12.30,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1095,1096,143.43,-12.30,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1096,1097,143.44,-12.30,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1097,1098,143.45,-12.30,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1098,1099,143.46,-12.30,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1099,1100,143.47,-12.30,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1100,1101,143.48,-12.30,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1101,1102,143.52,-12.30,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1102,1103,143.53,-12.30,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1103,1104,143.54,-12.30,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1104,1105,143.55,-12.30,12-016a,Gallon Reef (12-016a),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1105,1106,143.64,-12.30,12-057,U/N Reef (12-057),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1106,1107,143.65,-12.30,12-057,U/N Reef (12-057),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1107,1108,143.67,-12.30,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1108,1109,143.68,-12.30,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1109,1110,143.69,-12.30,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1110,1111,143.70,-12.30,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1111,1112,143.71,-12.30,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1112,1113,143.72,-12.30,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1113,1114,143.73,-12.30,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1114,1115,143.74,-12.30,12-030,U/N Reef (12-030),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
