1,1,1,1802
1,1,2,1802
1,1,3,1802
1,1,4,1802
1,1,5,1802
1,1,6,1802
1,1,7,1802
1,1,8,1802.1
1,1,9,1802
1,1,10,1802.1
1,1,11,1802
1,1,12,1802.1
1,1,13,1802
1,1,14,1802.1
1,1,15,1802
1,1,16,1802.1
1,1,17,1802
1,1,18,1802
1,1,19,1802.1
1,1,20,1802.1
1,1,21,1802
1,1,22,1802
1,1,23,1802
1,1,24,1802
1,1,25,1802
1,1,26,1802
1,1,27,1802.1
1,1,28,1802.1
1,1,29,1802
1,1,30,1802
1,1,31,1802
1,1,32,1802
1,1,33,1802.1
1,1,34,1802
1,1,35,1802.1
1,1,36,1802
1,1,37,1802
1,1,38,1802.1
1,1,39,1802
1,1,40,1802
1,1,41,1802.1
1,1,42,1802
1,1,43,1802
1,1,44,1802
1,1,45,1802.1
1,1,46,1802.1
1,1,47,1802.1
1,1,48,1802.1
1,1,49,1802
1,1,50,1802
1,1,51,1802
1,1,52,1802
1,1,53,1802
1,1,54,1802
1,1,55,1802
1,1,56,1802.1
1,1,57,1802.1
1,1,58,1802.1
1,1,59,1802
1,1,60,1802
1,1,61,1802
1,1,62,1802
1,1,63,1802
1,1,64,1802
1,1,65,1802.1
1,1,66,1802.1
1,1,67,1802
1,1,68,1802
1,1,69,1802
1,1,70,1802.1
1,1,71,1802
1,1,72,1802
1,1,73,1802
1,1,74,1802
1,1,75,1802
1,1,76,1802
1,1,77,1802
1,1,78,1802
1,1,79,1802
1,1,80,1802
1,1,81,1802
1,1,82,1802
1,1,83,1802.1
1,1,84,1802.1
1,1,85,1802.1
1,1,86,1802.1
1,1,87,1802
1,1,88,1802
1,1,89,1802.1
1,1,90,1802
1,1,91,1802
1,1,92,1802
1,1,93,1802.1
1,1,94,1802
1,1,95,1802.1
1,1,96,1802
1,1,97,1802.1
1,1,98,1802
1,1,99,1802
1,1,100,1802
1,2,1,1922.6
1,2,2,1957.8
1,2,3,1867.6
1,2,4,1860.2
1,2,5,1854.9
1,2,6,1921.2
1,2,7,1872.4
1,2,8,1933.8
1,2,9,1860.1
1,2,10,1868
1,2,11,1911.3
1,2,12,1888.8
1,2,13,1889.9
1,2,14,1882
1,2,15,1888.4
1,2,16,1899
1,2,17,1915.1
1,2,18,1915.5
1,2,19,1850.4
1,2,20,1896.6
1,2,21,1870
1,2,22,1859.6
1,2,23,1860.8
1,2,24,1885.8
1,2,25,1893.2
1,2,26,1888
1,2,27,1890.9
1,2,28,1874.4
1,2,29,1875.3
1,2,30,1871.1
1,2,31,1873.9
1,2,32,1905.2
1,2,33,1877.5
1,2,34,1890.5
1,2,35,1875.5
1,2,36,1859.9
1,2,37,1903
1,2,38,1852.4
1,2,39,1891.4
1,2,40,1907.9
1,2,41,1853.6
1,2,42,1863.6
1,2,43,1899.8
1,2,44,1887.3
1,2,45,1881.7
1,2,46,1886.7
1,2,47,1860.1
1,2,48,1878.3
1,2,49,1903.2
1,2,50,1872.9
1,2,51,1864.1
1,2,52,1863.3
1,2,53,1888.6
1,2,54,1862.1
1,2,55,1875.8
1,2,56,1917
1,2,57,1889.7
1,2,58,1890.8
1,2,59,1888.6
1,2,60,1900.8
1,2,61,1903.7
1,2,62,1866.3
1,2,63,1913.8
1,2,64,1884.2
1,2,65,1872.6
1,2,66,1896.7
1,2,67,1906.1
1,2,68,1885.2
1,2,69,1913.4
1,2,70,1886.2
1,2,71,1903.6
1,2,72,1850.8
1,2,73,1867.9
1,2,74,1902
1,2,75,1878.3
1,2,76,1874.8
1,2,77,1862.8
1,2,78,1883.8
1,2,79,1880.5
1,2,80,1881.6
1,2,81,1921.9
1,2,82,1890
1,2,83,1897.3
1,2,84,1869.9
1,2,85,1896.2
1,2,86,1897.1
1,2,87,1876.7
1,2,88,1861.2
1,2,89,1902.7
1,2,90,1881.1
1,2,91,1855.7
1,2,92,1878.1
1,2,93,1859.3
1,2,94,1878.1
1,2,95,1862.9
1,2,96,1874.8
1,2,97,1869.7
1,2,98,1910.8
1,2,99,1884
1,2,100,1925.6
1,3,1,2247.2
1,3,2,2330.5
1,3,3,2217.9
1,3,4,2154.7
1,3,5,2201.1
1,3,6,2240.5
1,3,7,2204.4
1,3,8,2261.7
1,3,9,2185.2
1,3,10,2228
1,3,11,2244.7
1,3,12,2217.9
1,3,13,2194.8
1,3,14,2191.9
1,3,15,2230.1
1,3,16,2230.2
1,3,17,2217.3
1,3,18,2261
1,3,19,2166.4
1,3,20,2180.7
1,3,21,2199.4
1,3,22,2145.2
1,3,23,2172.7
1,3,24,2215.8
1,3,25,2206
1,3,26,2212.2
1,3,27,2202.6
1,3,28,2203.1
1,3,29,2198.7
1,3,30,2155.7
1,3,31,2214.7
1,3,32,2226.1
1,3,33,2180.3
1,3,34,2205.7
1,3,35,2153.2
1,3,36,2144.4
1,3,37,2190
1,3,38,2159
