1,1,1,314.52
1,1,2,314.52
1,1,3,314.52
1,1,4,314.52
1,1,5,314.52
1,1,6,314.52
1,1,7,314.52
1,1,8,314.52
1,1,9,314.53
1,1,10,314.52
1,1,11,314.52
1,1,12,314.52
1,1,13,314.52
1,1,14,314.52
1,1,15,314.52
1,1,16,314.52
1,1,17,314.52
1,1,18,314.52
1,1,19,314.52
1,1,20,314.52
1,1,21,314.52
1,1,22,314.53
1,1,23,314.52
1,1,24,314.52
1,1,25,314.52
1,1,26,314.53
1,1,27,314.52
1,1,28,314.52
1,1,29,314.52
1,1,30,314.52
1,1,31,314.52
1,1,32,314.52
1,1,33,314.52
1,1,34,314.52
1,1,35,314.52
1,1,36,314.52
1,1,37,314.52
1,1,38,314.52
1,1,39,314.52
1,1,40,314.53
1,1,41,314.53
1,1,42,314.52
1,1,43,314.52
1,1,44,314.52
1,1,45,314.53
1,1,46,314.53
1,1,47,314.52
1,1,48,314.52
1,1,49,314.52
1,1,50,314.53
1,1,51,314.52
1,1,52,314.52
1,1,53,314.52
1,1,54,314.52
1,1,55,314.52
1,1,56,314.52
1,1,57,314.52
1,1,58,314.52
1,1,59,314.53
1,1,60,314.52
1,1,61,314.52
1,1,62,314.52
1,1,63,314.52
1,1,64,314.52
1,1,65,314.52
1,1,66,314.52
1,1,67,314.52
1,1,68,314.52
1,1,69,314.52
1,1,70,314.52
1,1,71,314.52
1,1,72,314.53
1,1,73,314.52
1,1,74,314.52
1,1,75,314.53
1,1,76,314.52
1,1,77,314.53
1,1,78,314.52
1,1,79,314.52
1,1,80,314.52
1,1,81,314.53
1,1,82,314.52
1,1,83,314.53
1,1,84,314.53
1,1,85,314.52
1,1,86,314.53
1,1,87,314.52
1,1,88,314.52
1,1,89,314.53
1,1,90,314.53
1,1,91,314.52
1,1,92,314.52
1,1,93,314.52
1,1,94,314.53
1,1,95,314.53
1,1,96,314.52
1,1,97,314.52
1,1,98,314.52
1,1,99,314.52
1,1,100,314.53
1,2,1,324.11
1,2,2,330.28
1,2,3,328.61
1,2,4,318.2
1,2,5,335.57
1,2,6,329.29
1,2,7,315.44
1,2,8,340.83
1,2,9,337.01
1,2,10,335.29
1,2,11,324.08
1,2,12,326.31
1,2,13,345.13
1,2,14,322.6
1,2,15,340.01
1,2,16,326.59
1,2,17,325.57
1,2,18,342.34
1,2,19,332.47
1,2,20,331.01
1,2,21,326.02
1,2,22,332.42
1,2,23,339.83
1,2,24,326.58
1,2,25,338.52
1,2,26,342.58
1,2,27,337.39
1,2,28,331.2
1,2,29,333.88
1,2,30,327.52
1,2,31,327.8
1,2,32,339.18
1,2,33,322.52
1,2,34,325.93
1,2,35,322.01
1,2,36,339.62
1,2,37,336.26
1,2,38,336.17
1,2,39,343.25
1,2,40,337.18
1,2,41,327.63
1,2,42,331.24
1,2,43,325.95
1,2,44,326.65
1,2,45,319.61
1,2,46,342.11
1,2,47,343.42
1,2,48,325.17
1,2,49,323.94
1,2,50,348.94
1,2,51,331.35
1,2,52,331.97
1,2,53,326.36
1,2,54,328.76
1,2,55,315.82
1,2,56,333.09
1,2,57,320.94
1,2,58,336.28
1,2,59,326.59
1,2,60,346.47
1,2,61,331.8
1,2,62,320.26
1,2,63,333.65
1,2,64,343.12
1,2,65,334.49
1,2,66,324.39
1,2,67,345.77
1,2,68,327.42
1,2,69,328.89
1,2,70,335.48
1,2,71,322.38
1,2,72,340.31
1,2,73,332.53
1,2,74,327.21
1,2,75,331.64
1,2,76,326.29
1,2,77,335.81
1,2,78,328.93
1,2,79,334.47
1,2,80,320.88
1,2,81,335.25
1,2,82,331.84
1,2,83,330.15
1,2,84,333.15
1,2,85,321.92
1,2,86,321.46
1,2,87,333.96
1,2,88,330.95
1,2,89,329.48
1,2,90,323.88
1,2,91,334.74
1,2,92,319.5
1,2,93,322.72
1,2,94,329.41
1,2,95,322.77
1,2,96,320.71
1,2,97,324.17
1,2,98,334.29
1,2,99,333.5
1,2,100,342.67
1,3,1,364.89
1,3,2,399.86
1,3,3,377.42
1,3,4,358.94
1,3,5,390.45
1,3,6,376.39
1,3,7,370.05
1,3,8,386.65
1,3,9,381.19
1,3,10,388.6
1,3,11,371.79
1,3,12,388.27
1,3,13,405.05
1,3,14,388.36
1,3,15,387.21
1,3,16,395.53
1,3,17,370.96
1,3,18,386.05
1,3,19,387
1,3,20,386.48
1,3,21,392.13
1,3,22,369.57
1,3,23,392.72
1,3,24,390.56
1,3,25,399.96
1,3,26,385.79
1,3,27,396.7
1,3,28,370.43
1,3,29,373.43
1,3,30,370.7
1,3,31,379.54
1,3,32,396.3
1,3,33,372.54
1,3,34,382.43
1,3,35,385.28
1,3,36,396.49
